id,name,fuel_type
2597,1.6 TDCi DPF 5MT,D
2598,1.6 TDCi DPF AT,D
2599,1.6 TI VCT 5MT,P
2600,1.6 Ti-VCT 5MT,P
2601,1.8 TDCi AT,D
2602,1.6 TDCi ECOnetic 88g 6MT,D
2603,1.6 TDCi ECOnetic 99g 6MT,D
2604,1.6 Ti-VCT 6AT,P
2605,1.8 Flexifuel 5MT,P
2606,1.6 TDCi 6MT,D
2607,2.3 RS EcoBoost,P
2608,2.0 RS 5MT,P
2609,2.5 RS 500 6MT,P
2610,2.5 RS 6MT,P
2611,2.0 ST,P
2612,2.0 ST 170 6MT,P
2613,2.5 ST 6MT,P
2614,2.0 ST EcoBoost,P
2615,2.0 ST TDCi 6AT,D
2616,2.0 ST TDCi 6MT,D
2617,1.4 TDCi 5AT,D
2618,1.25 5MT,P
2619,1.4 5AT,P
2620,1.6 6AT,P
2621,1.6 6MT,P
2622,2.3 5AT,P
2623,2.5,P
2624,2.5 6AT,P
2625,1.9 TDI 4AT,D
2626,1.9 TDI 5MT,D
2627,1.9 TDI 6MT,D
2628,1.9 TDI 5AT,D
2629,2.8 5AT,P
2630,2.8 6MT,P
2631,2.3,P
2632,2.0 TDCi Bi-turbo 6AT,D
2633,2.0 Flexifuel 5MT,P
2634,1.5 Ecoboost 6MT,P
2635,3.5 EcoBoost V6,P
2636,1.0 FlexFuel 5MT,P
2637,1.6 FlexFuel 5MT,P
2638,1.3 5MT,P
2639,1.3 TDCi 5MT,D
2640,1.2 5MT,P
2641,1.2 Ti-VCT 5MT,P
2642,1.5 TDCi EcoBlue 6MT,D
2643,1.5 TDCi EcoBlue 8AT,D
2644,1.5 EcoBoost 8AT,P
2645,2.5 T Duratec 5AT,P
2646,2.5 T Duratec 6MT,P
2647,1.6 EcoBoost 6AT,P
2648,2.0 EcoBoost 6AT,P
2649,2.0 TDDi 5MT,D
2650,2.0 TDCi 5MT,D
2651,1.8 TDCi 6MT,D
2652,3.0 6MT,P
2653,2.3 6AT,P
2654,2.0 TDCi BiTurbo 6AT,D
2655,2.0 LPG 5MT,P
2656,2.5 6MT,P
2657,3.0 ST 200 5MT,P
2658,2.5 ST200 4AT,P
2659,2.5 ST200 5MT,P
2660,2.3 Ecoboost,P
2661,2.3 Ecoboost 6AT,P
2662,2.3 Ecoboost 6MT,P
2663,3.7 Ti-VCT V6 6AT,P
2664,3.7 Ti-VCT V6 6MT,P
2665,3.7 V6 6MT,P
2666,4.0 V6 5AT,P
2667,4.0 V6 5MT,P
2668,4.6 V8 5AT,P
2669,4.6 V8 5MT,P
2670,4.6 V8 Bullit,P
2671,5.0 V8 6MT,P
2672,5.0 V8 AT,P
2673,5.0 V8 California Special 6AT,P
2674,5.0 V8 California Special 6MT,P
2675,5.0 V8 6AT,P
2676,5.0 V8 Laguna Seca 6MT,P
2677,5.0 Ti-VCT V8 6MT,P
2678,4.6 V8 GT 5AT,P
2679,4.6 V8 GT 5MT,P
2680,5.2 V8 GT350 6MT,P
2681,5.2 V8 7AT,P
2682,5.4 V8 GT500 6MT,P
2683,5.4 V8 GT500 SVT 6MT,P
2684,5.4 V8 GT500kr 6MT,P
2685,1.0 EcoBoost Hybrid 6MT,P
2686,1.7 5MT,P
2687,1.7 ST160 5MT,P
2688,2.5 Flex 5MT,P
2689,2.5 TD 5MT,D
2690,2.5 TDCi 5AT,D
2691,3.0 TD,D
2692,3.0 TDCi 5AT,D
2693,4.0,P
2694,3.2 TDCi 6MT,D
2695,2.7 TDCi 6AT,D
2696,4.0 6AT,P
2697,1.8 TDDi 5MT,D
2698,1.8 LPG 5MT,P
2699,1.0 Ecoboost 6MT,P
2700,1.0 Ecoboost 5MT,P
2701,2.0 TDDi V184,D
2702,2.0 V184,P
2703,2.0 DI V184,D
2704,2.2 TDCi,D
2705,2.4 DI V185 5MT,D
2706,2.3 V185,P
2707,2.0 TDCi V184,D
2708,2.4 TDCi,D
2709,2.4 TDCi V185,D
2710,3.2 TDCi,D
2711,2.0 TDCi EcoBlue 6MT,D
2712,3.8 4AT,P
2713,3.3 TGDI 8AT,P
2714,3.0 VGT,D
2715,1.5i 16v,P
2716,2.0 D,D
2717,2.5 D,D
2718,2.8 D,D
2719,1.5 16v Turbo,P
2720,2.8 TDi,D
2721,2.0 D 16v,D
2722,2.8 TD,D
2723,2.8 TD Duramax 6AT,D
2724,2.8 TD Duramax 6MT,D
2725,6.0 V8 6AT,P
2726,6.0 V8 6MT,P
2727,6.2 V8 6MT,P
2728,3.5 V6 i-VTEC VCM,P
2729,2.2 16v i-CTDi,D
2730,2.2 i-CTDi,D
2731,2.2 i-DTEC,D
2732,2.2 16v i-DTEC,D
2733,2.0L 370 Turbo,P
2734,1.2 i-VTEC l4,P
2735,1.4 16v i-VTEC,P
2736,1.5 16v i-VTEC,P
2737,1.5 8v VTEC,P
2738,1.5 i-DSI,P
2739,1.7 8v CTDi,D
2740,1.4 16v i-DSI,P
2741,1.4 8v i-DSI,P
2742,1.4 16v i-VTEC i-Shift,P
2743,1.5 16v i-VTEC Turbo,P
2744,1.5 16v i-VTEC Turbo CVT,P
2745,1.3 i-DSI VTEC Hybrid,P
2746,1.6 16v i-DTEC,D
2747,1.6 i-DTEC,D
2748,1.0L 12V i-VTEC 180 TURBO CVT,P
2749,1.0L 12V i-VTEC 180 TURBO MT,P
2750,1.0L 12V i-VTEC AT,P
2751,1.0L 12V i-VTEC MT,P
2752,1.8 16v i-VTEC,P
2753,2.0 16v i-VTEC Type-R,P
2754,2.0 16v i-VTEC Turbo Type-R,P
2755,1.6 16v i-DTEC BiTurbo,D
2756,2.2 16v CTDi,D
2757,1.5 16v Hybrid,P
2758,1.4 8v,P
2759,1.4 8v Flex,P
2760,1.3 16v i-VTEC,P
2761,1.5 16v VTEC,P
2762,1.3 8v Hybrid,P
2763,1.2 8v,P
2764,3.5 24v V6 i-VTEC,P
2765,3.5 24v V6 i-VTEC VCM,P
2766,3.5 24v V6,P
2767,2.0 16v VTEC,P
2768,1.5 12v,P
2769,1.5 12v Automatic,P
2770,1.6 16v MPI,P
2771,1.6 16v MPI Automatic,P
2772,1.5 16v CRDi,D
2773,1.6 16v CRDi VGT,D
2774,1.6 16v CRDi VGT Automatic,D
2775,1.4 12v,P
2776,1.4 AT,P
2777,1.4 Automatic,P
2778,1.6 16v GDI,P
2779,1.6 16v GDI Automatic,P
2780,1.4 16v CVT,P
2781,1.5 12v CRDi,D
2782,1.5 12v CRTD,D
2783,1.5 12v TD,D
2784,1.0 12v T-GDI 5AT,P
2785,1.0 12v T-GDI 5MT,P
2786,1.2 8v VVT 5AT,P
2787,1.2 8v VVT 5MT,P
2788,1.1 12v CRDi 5AT,D
2789,1.1 12v CRDi 5MT,D
2790,1.5 16v CRDi VGT,D
2791,1.5 16v CRDi VGT Automatic,D
2792,1.6 16v M16 GDI,P
2793,1.6 16v M16 GDI Automatic,P
2794,1.6 16v M16 GDI Blue Saver,P
2795,2.0 16v Automatic,P
2796,2.0 16v VVT Automatic,P
2797,2.2 16v CRDi Automatic,D
2798,3.0 V6 Automatic,P
2799,3.3 V6 Automatic,P
2800,1.3 12v,P
2801,1.3 12v Automatic,P
2802,1.6 16v S,P
2803,2.0 16v TS III,P
2804,2.7 V6,P
2805,2.7 V6 Automatic,P
2806,1.6 CRDi 7DCT Ecoshift,D
2807,1.6 GDI 7DCT Ecoshift,P
2808,1.6 T-GDI 7AT,P
2809,1.8 16v MPI,P
2810,1.8 16v MPI Automatic,P
2811,2.0 16v GDI,P
2812,2.0 16v MPI Automatic,P
2813,2.0 16v PZEV,P
2814,2.0 16v PZEV Automatic,P
2815,1.6 16v CRDi,D
2816,1.6 16v CRDi Automatic,D
2817,1.6 16v CVVT,P
2818,1.6 16v CVVT Automatic,P
2819,1.6 16v T-GDI GT,P
2820,2.0 16v CVVT,P
2821,2.0 16v CVVT Automatic,P
2822,2.0 16v GT,P
2823,2.0 16v GT Automatic,P
2824,2.0i 16v,P
2825,2.0i 16v Automatic,P
2826,1.8 6AT,P
2827,1.8 6MT,P
2828,2.0 16v CRDi,D
2829,2.0 16v CRTD,D
2830,1.0 MPI,P
2831,2.5  8v TC,D
2832,2.5  8v TCi,D
2833,2.5  8v TD,D
2834,2.5  8v TD Automatic,D
2835,2.0 16v Turbo Track,P
2836,2.0 16v Turbo Automatic,P
2837,2.0 16v Turbo R-Spec,P
2838,3.8 V6,P
2839,3.8 V6 Automatic,P
2840,3.8 V6 GT,P
2841,3.8 V6 GT Automatic,P
2842,3.8 V6 R-Spec,P
2843,3.8 V6 Track,P
2844,3.8 V6 Track Automatic,P
2845,4.6 V8 Automatic,P
2846,1.5 16v CRTD,D
2847,1.3 12v Sport,P
2848,1.6 16v Sport,P
2849,1.1 12v,P
2850,2.5 16v CRDi VGT,D
2851,2.5 16v CRDi VGT Automatic,D
2852,2.5 TCI,D
2853,2.5 16v CRDi Automatic,D
2854,3.0 V6 GDI,P
2855,3.0 V6 LPI,P
2856,2.2 CRDi DSL,D
2857,2.2 CRDi DSL Automatic,D
2858,2.5 16v CRDi 115,D
2859,2.5 16v CRDi 136,D
2860,2.5 16v CRDi 170,D
2861,2.5 16v CRDi 170 Automatic,D
2862,2.4 16v MPI,P
2863,2.4 16v MPI Automatic,P
2864,2.5  8v TD 4WD,D
2865,2.5  8v TD 4WD Automatic,D
2866,1.0 12v Automatic,P
2867,1.0 12v LPG,PL
2868,1.2 16v Automatic,P
2869,1.25 16v,P
2870,1.1 12v CRDi,D
2871,1.1 12v Automatic,P
2872,1.4 16v CRDi,D
2873,1.4 CRDi 6MT,D
2874,1.0 12v T-GDI,P
2875,1.0 12v T-GDI Automatic,P
2876,1.4 16v MPI,P
2877,2.0 16v VVT,P
2878,1.6 16v CRDi 110,D
2879,1.6 16v CRDi 110 7DCT Automatic,D
2880,1.6 16v CRDi 110 Automatic,D
2881,1.6 16v CRDi 115,D
2882,1.6 16v CRDi 115 Automatic,D
2883,1.6 16v CRDi 128,D
2884,1.6 16v CRDi 128 Automatic,D
2885,1.6 16v CRDi 136,D
2886,1.6 16v CRDi 136 7DCT Automatic,D
2887,1.6 16v CRDi 90,D
2888,1.4 CRDi 16v 90,D
2889,1.6 16v VVT Automatic,P
2890,1.6 16v GDI 7DCT,P
2891,2.0 16v T-GDI,P
2892,2.0 16v GDI Automatic,P
2893,1.7 16v CRDi 115,D
2894,1.7 16v CRDi 136,D
2895,1.7 16v CRDi 136 Automatic,D
2896,1.7 16v CRDi 141,D
2897,1.7 16v CRDi 141 7DCT Automatic,D
2898,1.7 16v VGT CRDi Automatic,D
2899,1.4 16v CRDi 77,D
2900,1.4 16v CRDi 90,D
2901,1.7 16v CRDi 2WD,D
2902,2.0 16v CRDi 136 2WD,D
2903,2.0 16v CRDi 136 4WD,D
2904,2.0 16v CRDi 136 4WD Automatic,D
2905,2.0 16v CRDi 185 4WD,D
2906,2.0 16v CRDi 185 4WD Automatic,D
2907,1.6 16v GDI 2WD,P
2908,2.0 16v 2WD,P
2909,2.0 16v 2WD Automatic,P
2910,2.0 16v 4WD,P
2911,2.0 16v 4WD Automatic,P
2912,2.0 16v GDI 2WD,P
2913,2.0 16v GDI 2WD Automatic,P
2914,2.0 16v GDI 4WD,P
2915,2.0 16v GDI 4WD Automatic,P
2916,3.0 V6 CRDi Automatic,D
2917,1.6 T-GDI,P
2918,2.2 16v CRDi 2WD,D
2919,2.2 16v CRDi 2WD Automatic,D
2920,2.2 16v CRDi 4WD,D
2921,2.2 16v CRDi 4WD Automatic,D
2922,2.2 16v CRDi E-VGT 2WD,D
2923,2.2 16v CRDi E-VGT 2WD Automatic,D
2924,2.2 16v CRDi E-VGT 4WD,D
2925,2.2 16v CRDi E-VGT 4WD Automatic,D
2926,2.2 16v CRDi VGT 2WD,D
2927,2.2 16v CRDi VGT 2WD Automatic,D
2928,2.2 16v CRDi VGT 4WD,D
2929,2.2 16v CRDi VGT 4WD Automatic,D
2930,2.4 16v 2WD Automatic,P
2931,2.0 16v CRDi 2WD,D
2932,2.0 16v CRDi 4WD,D
2933,2.0 16v CRDi E-VGT 2WD Automatic,D
2934,2.0 16v CRDi VGT 2WD,D
2935,2.7 V6 2WD Automatic,P
2936,2.7 V6 2WD automatic,P
2937,2.7 V6 4WD Automatic,P
2938,2.0 16v CRDi 2WD Automatic,D
2939,2.0 16v CRDi 4WD Automatic,D
2940,2.0 16v CRDi GLS 4WD,D
2941,2.0 16v CRDi VGT 2WD Automatic,D
2942,2.0 16v CRDi VGT 4WD,D
2943,2.0 16v CRDi VGT 4WD Automatic,D
2944,2.0 16v CRTD 4WD,D
2945,2.0 16v CRTD 4WD Automatic,D
2946,1.6 16v T GDI DCT,P
2947,2.0 16v CVT,P
2948,2.0 16v DOHC,P
2949,2.0 16v DOHC Automatic,P
2950,2.4 16v GDI,P
2951,2.0 16v GDI Turbo,P
2952,2.0 16v CRDi Automatic,D
2953,2.0 16v CRDi VGT Automatic,D
2954,2.0 16v VGT,D
2955,2.5  8v TD 2WD,D
2956,2.5  8v TD 2WD Automatic,D
2957,2.5  8v TD AWD,D
2958,2.5  8v TD AWD Automatic,D
2959,2.9 16v CRDi 2WD,D
2960,2.9 16v CRDi 2WD Automatic,D
2961,2.9 16v CRDi 4WD,D
2962,2.9 16v CRDi 4WD Automatic,D
2963,2.0 16v CRDi VGT,D
2964,2.0 16v CRTD Automatic,D
2965,1.7 16v CRDi 2WD DCT Automatic,D
2966,2.0 16v Flex 2WD AT,P
2967,2.0 16v Flex 4WD AT,P
2968,1.6 16v T GDI 2WD,P
2969,1.6 16v T GDI 2WD Automatic,P
2970,1.6 16v T GDI 4WD,P
2971,1.6 16v T GDI 4WD Automatic,P
2972,1.6 T-GDI 4WD,P
2973,2.0 16v CRDi 4WD MXL Automatic,D
2974,2.0 16v CRDi E-VGT 2WD,D
2975,2.0 16v CRDi E-VGT 4WD,D
2976,2.0 16v CRDi E-VGT 4WD Automatic,D
2977,2.4 16v MPI 4WD Automatic,P
2978,2.0 16v VVT 2WD Automatic,P
2979,1.6 16v MPI DCT Automatic,P
2980,1.6 16v GDI DCT Automatic,P
2981,1.6 16v TCi GDI,P
2982,1.6 16v TCi GDI 7DCT Automatic,P
2983,1.6 16v TCi GDI Automatic,P
2984,1.6 16v Tci GDI DCT Automatic,P
2985,1.6 16v TCi GDI R-Spec,P
2986,3.0 V6 CDTi 2WD Automatic,D
2987,3.0 V6 CDTi 4WD Automatic,D
2988,1.4 12v DOHC,P
2989,1.4 12v DOHC Automatic,P
2990,3.0d 7AT AWD,D
2991,3.5 V6 5AT AWD,P
2992,3.5 V6 5AT RWD,P
2993,3.5 V6 7AT AWD,P
2994,3.5 V6 7AT RWD,P
2995,3.7 V6 7AT AWD,P
2996,3.7 V6 7AT RWD,P
2997,5.0 V8 7AT 4WD,P
2998,3.0d V6 GT 7AT AWD,D
2999,3.0d V6 S 7AT AWD,D
3000,3.7 V6 GT 7AT AWD,P
3001,3.7 V6 S 7AT AWD,P
3002,2.5 V6 7AT AWD,P
3003,2.5 V6 7AT RWD,P
3004,3.5 V6 6MT,P
3005,3.7 V6 7AT,P
3006,3.0d V6 7AT,D
3007,3.0d V6 S 7AT,D
3008,3.5 V6 7AT,P
3009,3.5 V6 GT 7AT,P
3010,3.7 V6 S 7AT,P
3011,5.6 V8 7AT,P
3012,5.6 V8 7AT AWD,P
3013,1.5d 6MT 2WD,D
3014,1.5d 7DCT 2WD,D
3015,1.5d DCT 7AT,D
3016,2.2d 7DCT 2WD,D
3017,2.2d 7DCT AWD,D
3018,2.2d DCT 7AT,D
3019,1.6 Turbo 6MT 2WD,P
3020,1.6 Turbo 7DCT 2WD,P
3021,1.6t DCT 7AT,P
3022,2.0 Turbo 7DCT AWD,P
3023,2.0t DCT 7AT,P
3024,2.0 Turbo 7AT,P
3025,2.2d 6MT,D
3026,2.2d 7AT,D
3027,3.0 Turbo 7AT,P
3028,3.0 Turbo RedSport 7AT,P
3029,2.0 Turbo 7DCT RWD,P
3030,3.0 Turbo 7AT AWD,P
3031,3.0 Turbo 7AT RWD,P
3032,3.0d 7AT,D
3033,5.6 V8 7AT RWD,P
3034,2.2d DCT 7AT AWD,D
3035,2.0t DCT 7AT AWD,P
3036,5.6 V8 2WD,P
3037,5.6 V8 4WD,P
3038,2.0T,P
3039,2.5 16v Hybrid AWD,P
3040,2.5 16v Hybrid FWD,P
3041,3.5 V6 CVT,P
3042,3.0d S 7AT AWD,D
3043,2.5 TD,D
3044,7.8 TD,D
3045,1.9 TD 6AT,D
3046,1.9 TD 6MT,D
3047,NKR 4.8 TD,D
3048,NHR 3.0 TD,D
3049,L35 3.0 16v TDI,D
3050,N35 3.0 16v TDI,D
3051,NKR 3.0 TD,D
3052,3.0 TD AWD,D
3053,3.0 V6 Supercharged,P
3054,2.0 16v P200 AWD,P
3055,2.0 16v P250 AWD,P
3056,2.0 16v P300 AWD,P
3057,2.0 16v D150 AWD,D
3058,2.0 16v D165 AWD,D
3059,2.0 16v D180 AWD,D
3060,2.0 16v D200 AWD,D
3061,2.0 16v D240 AWD,D
3062,2.0 16v Ingenium,P
3063,2.0 D (180),D
3064,2.0 D (180) AWD,D
3065,2.0 D (180) AWD Automatic,D
3066,2.0 T (240),P
3067,3.0 V6 D AWD,D
3068,3.0 V6 SC,P
3069,P340 3.0 V6 8AT,P
3070,3.0 V6 Supercharged (340) AWD,P
3071,3.0 V6 Supercharged (380) AWD,P
3072,3.0 V6 Coupe,P
3073,3.0 V6 Roadster,P
3074,3.0 V6 S Coupe,P
3075,3.0 V6 S Roadster,P
3076,5.0 V8 R Coupe,P
3077,5.0 V8 S Roadster,P
3078,2.7 V6 D,D
3079,2.7 V6 D Automatic,D
3080,2.5 V6,P
3081,2.5 V6 Automatic,P
3082,4.2 V8 R,P
3083,2.0 V6,P
3084,2.0 V6 5AT,P
3085,2.2 D,D
3086,2.2 D Automatic DPF,D
3087,2.2 D DPF,D
3088,2.0 D (163) 6-speed,D
3089,2.0 D (163) Automatic,D
3090,2.0 D (180) 6-speed,D
3091,2.0 D (180) Automatic,D
3092,2.0 i4 Ti (200),P
3093,2.0 i4 Ti (240),P
3094,2.0 i4 Ti,P
3095,2.2 D (163),D
3096,2.2 D (163) Sportbrake,D
3097,2.2 D (190),D
3098,2.2 D (200),D
3099,2.2 D (200) Sportbrake,D
3100,3.0 V6 D,D
3101,3.0 V6 D (211),D
3102,3.0 V6 D (240),D
3103,3.0 V6 D S,D
3104,3.0 V6 D S Sportbrake,D
3105,3.0 V6 D Sportbrake,D
3106,3.0 AWD,P
3107,3.0 V6 Supercharged (340),P
3108,3.0 V6 Supercharged (380),P
3109,3.0 V6 Supercharged AWD,P
3110,5.0 V8,P
3111,5.0 V8 Supercharged,P
3112,4.2 V8 Supercharged,P
3113,2.7 D V6 XJ6,D
3114,3.0 V6 XJ6,P
3115,4.2 V8 Supercharged XJR,P
3116,4.2 V8 XJ8,P
3117,5.0 V8 XKR,P
3118,5.0 V8 XKR-S,P
3119,4.2 V8 XK8,P
3120,4.2 V8 XKR,P
3121,2.0 Multijet II 16V,D
3122,2.0 Multijet II 16v,D
3123,2.0 Multijet II 16v 140 4x2,D
3124,2.0 Multijet II 16V 170 4x4,D
3125,2.0L T-GDI,P
3126,2.2 Multijet II 16v,D
3127,3.2 Pentastar V6,P
3128,2.5 16v CRD,D
3129,2.8 16v CRD,D
3130,2.8 16v CRD Automatic,D
3131,2.8 16v CRD DPF Automatic,D
3132,1.6 16v Multijet,D
3133,2.0 16v Multijet,D
3134,2.0 16v Multijet Trailhawk 9AT,D
3135,2.0 16v SXT,P
3136,2.0 CRD,D
3137,2.0 TD350,D
3138,2.2 CRD,D
3139,3.0 CRD,D
3140,2.2 CRD DPF,D
3141,1.3 16v T-GDI 9AT,P
3142,1.6 16v CRD,D
3143,2.0 16v CRD 4x4,D
3144,1.4 16v MultiAir Turbo 4X4 9AT,P
3145,1.4 16v Turbo MultiAir (170) 6AT,P
3146,2.0L GME T4 Hurricane,P
3147,4.0 6MT,P
3148,2.9 16v CRDI,D
3149,3.0 V6 CRDI,D
3150,2.0  8v CRDI,D
3151,2.0 16v CRDI,D
3152,1.6 16v CRDI,D
3153,1.7 16v CRDI,D
3154,2.2 16v CRDI,D
3155,2.2 CRDI,D
3156,1.4 16v CVVT,P
3157,1.6 16v T-GDI,P
3158,1.5  8v CRDI,D
3159,1.6 16v Gamma II MPI,P
3160,2.0 MPi Automatic,P
3161,1.6 16v GDi,P
3162,3.0 S-line V6 CRDI,D
3163,1.1 12v CRDI,D
3164,1.2 16v CCVT,P
3165,1.0 12v MPI 5AT,P
3166,1.0 12v MPI 5MT,P
3167,1.5 16v CRDI,D
3168,1.25 MPI,P
3169,2.4 16v 6MT,P
3170,2.4 16v GDI 6AT,P
3171,3.3 V6,P
3172,2.5 CRDI,D
3173,2.2 CRDi,D
3174,2.2 CRDi AWD 6AT,D
3175,1.6 CVVT,P
3176,1.7 CRDi,D
3177,2.0 6MT CVVT,P
3178,2.0 16v CRDi (136) 4WD,D
3179,3.3 T-GDI 8AT,P
3180,1.4 CRDi VGT,D
3181,1.7 MPi,P
3182,1.6 16v 6MT,P
3183,6.5 V12 LP700-4,P
3184,5.0 V10,P
3185,5.0 V10 E-Gear,P
3186,5.0 V10 SE,P
3187,5.0 V10 SE E-Gear,P
3188,5.0 V10 Spyder,P
3189,5.0 V10 Spyder E-Gear,P
3190,5.0 V10 Superleggera,P
3191,5.2 V10 LP550-2,P
3192,5.2 V10 LP550-2 E-Gear,P
3193,5.2 V10 LP560-4,P
3194,5.2 V10 LP560-4 E-Gear,P
3195,5.2 V10 LP560-4 Spyder,P
3196,5.2 V10 LP560-4 Spyder E-Gear,P
3197,5.2 V10 LP570-4 Spyder Performante,P
3198,5.2 V10 LP570-4 Spyder Performante E-Gear,P
3199,5.2 V10 LP570-4 Superleggera,P
3200,5.2 V10 LP570-4 Superleggera E-Gear,P
3201,5.2 V10 LP610-4,P
3202,6.2 V12 E-Gear,P
3203,6.5 V12 LP640,P
3204,6.5 V12 LP640 E-Gear,P
3205,1.9 16v Multijet TwinTurbo,D
3206,900 Twin Air Turbo,P
3207,3.0 24v Mjet II,D
3208,2.8 CRD 16v,D
3209,P360 3.0 V6 8AT,P
3210,2.5 TD5,D
3211,2.2 TD4,D
3212,2.4 TD4,D
3213,3.0 SDV6,D
3214,3.0 TD6,D
3215,2.7 TDV6,D
3216,2.0 16V SD4,D
3217,2.0 16v Si4,P
3218,2.2 16V SD4,D
3219,2.2 TD4 AWD,D
3220,2.2 TD4 AWD 9AT,D
3221,2.0 16v P200,P
3222,2.0 16v P250,P
3223,2.0 16v P290,P
3224,2.0 TD4 (150) AWD,D
3225,2.0 TD4 (150) AWD 9AT,D
3226,2.0 TD4 (180) AWD,D
3227,2.0 TD4 (180) AWD 9AT,D
3228,2.0 16v D165,D
3229,2.0 16v D200,D
3230,2.0 16v T Si4,P
3231,3.2 V6,P
3232,3.0 TDV6 Autobiography,D
3233,3.0 TDV6 HSE,D
3234,3.0 TDV6 SE,D
3235,3.0 TDV6 Vogue,D
3236,4.4 TDV8 Autobiography,D
3237,4.4 TDV8 Vogue,D
3238,4.4 TDV8 Vogue SE,D
3239,3.6 TDV8 Autobiography DPF,D
3240,3.6 TDV8 HSE DPF,D
3241,3.6 TDV8 SE,D
3242,3.6 TDV8 SE DPF,D
3243,3.6 TDV8 Vogue,D
3244,3.6 TDV8 Vogue DPF,D
3245,4.4 SDV8 Autobiography,D
3246,4.4 SDV8 Vogue,D
3247,3.0 SCV6,P
3248,3.0 SCV6 (HSE),P
3249,5.0 SCV8 Autobiography,P
3250,5.0 SCV8 Vogue,P
3251,5.0 V8 Supercharged Autobiography,P
3252,5.0 V8 Supercharged Autobiography Black,P
3253,5.0 V8 Supercharged HSE,P
3254,5.0 V8 Vogue,P
3255,5.8 V8 Supercharged,P
3256,5.8 V8 Supercharged Autobiography,P
3257,5.8 V8 Supercharged HSE,P
3258,4.2 V8 Supercharged Autobiography,P
3259,4.2 V8 Supercharged Vogue SE,P
3260,4.4 V8 Autobiography,P
3261,4.4 V8 HSE,P
3262,4.4 V8 SE,P
3263,4.4 V8 Vogue,P
3264,3.0 TD6 HSE,D
3265,3.0 TD6 SE,D
3266,3.0 TD6 Vogue,D
3267,4.4 V8 Autobiography Edition,P
3268,4.4 V8 V8 HSE,P
3269,4.4 V8 V8 SE,P
3270,4.4 V8 Westminster LE,P
3271,2.2 TD4 Automatic,D
3272,2.0 16v Si4 Convertible,P
3273,2.0 16v Si4 Coupe,P
3274,2.2 eD4,D
3275,2.2 eD4 Coupe,D
3276,2.2 SD4,D
3277,2.2 SD4 Automatic,D
3278,2.2 SD4 Coupe,D
3279,2.2 SD4 Coupe Automatic,D
3280,2.2 TD4 Coupe,D
3281,2.2 TD4 Coupe Automatic,D
3282,1.5 16v P160,P
3283,2.0 D150,D
3284,2.0 D150 AWD,D
3285,2.0 D165 AWD,D
3286,2.0 D180 AWD,D
3287,2.0 D200 AWD,D
3288,2.0 D240 AWD,D
3289,2.0 eD4 (150),D
3290,2.0 eD4 (150) Coupe,D
3291,2.0 TD4 (150) AWD Automatic,D
3292,2.0 TD4 (150) AWD Coupe,D
3293,2.0 TD4 (150) AWD Coupe Automatic,D
3294,2.0 TD4 (180) AWD Automatic,D
3295,2.0 TD4 (180) AWD Coupe,D
3296,2.0 TD4 (180) AWD Coupe Automatic,D
3297,2.0 SD4,D
3298,5.0 V8 SCV8,P
3299,5.0 V8 SVR,P
3300,P400 3.0 V6 8AT,P
3301,3.6 TDV8,D
3302,ES350 3.5 V6 VVT-i,P
3303,ES250 2.5 VVT-iE 16v CVT,P
3304,ES260 2.5 VVT-iE 16v CVT,P
3305,ES300h 2.5 VVT-iE Hybrid 16v E-CVT,P
3306,GS350 3.5 V6 VVT-i,P
3307,GS450h 3.5 V6 Hybrid,P
3308,GS300 3.0 V6 VVT-i,P
3309,GX460 4.6 V8 VVT-i,P
3310,IS220d 2.2 16v D-CAT,D
3311,IS350 3.5 V6 VVT-i,P
3312,IS-F 5.0 V8,P
3313,IS250 2.5 V6 VVT-i,P
3314,LS460 4.6 V8 VVT-i,P
3315,LS460 L 4.6 V8 VVT-i,P
3316,LS350 3.5 V6 VVT-i,P
3317,LS430 4.3 V8 VVT-i,P
3318,LX570 5.7 V8 VVT-i,P
3319,NX200t 2.0 16v D-4ST,P
3320,RC350 3.5 V6 VVT-i,P
3321,RX350 3.5 V6 VVT-i,P
3322,RX450h 3.5 V6 Hybrid,P
3323,UX200 2.0 VVT-iE,P
3324,UX250h 2.0 VVT-iE Hybrid 16v  -CVT,P
3325,2.0 Ecoboost 6AT AWD,P
3326,2.3 Ecoboost 6AT AWD,P
3327,1.8 16v VVTL-i Supercharged,P
3328,3.5 V6 24v VVTL-i Race Supercharged,P
3329,3.5 V6 24v VVTL-i Road Supercharged,P
3330,111 1.8 16v,P
3331,111S 1.8 16v VVC,P
3332,1.6 16v VVT-i,P
3333,1.8 16v VVT Supercharged,P
3334,111R 1.8 16v VVT,P
3335,S 1.8 16v VVT,P
3336,CUP 220 1.8 16v VVTL-i Supercharged,P
3337,CUP 250 1.8 16v VVTL-i Supercharged,P
3338,CUP 260 1.8 16v VVTL-i Supercharged,P
3339,R 1.8 16v VVTL-i,P
3340,S 1.8 16v VVTL-i Supercharged,P
3341,SC 1.8 16v VVTL-i Supercharged,P
3342,S 2.0 16v Turbo,P
3343,3.5 V6 24v VVTL-i,P
3344,400 3.5 V6 24v VVTL-i Supercharged,P
3345,400 IPS 3.5 V6 24v VVTL-i Supercharged,P
3346,GT410 Sport 3.5 V6 24v VVTL-i Supercharged,P
