id,number,carmanufacturers,model_id
11494,0281017927,Audi,204
11495,0281014239,BMW,216
11496,0281016902,VW,199
11497,0281017455,IVECO,217
11498,0281016950,VW,199
11499,0281017925,VW,204
11500,0281014897,VW,204
11501,0281016827,Skoda,199
11502,0281017941,VW,199
11503,0281014341,Mercedes-Benz,209
11504,0281017410,VW,199
11505,0281014888,VW,200
11506,0281015041,Audi,201
11507,0281015208,Audi,201
11508,0281014892,VW,200
11509,0281014519,Mercedes,209
11510,0281017246,VW,203
11511,0281016794,VW,204
11512,0281019813,BMW,208
11513,0281017507,BMW,208
11514,0281017551,BMW,216
11515,0281016837,VW,218
11516,0281016853,Mercedes,209
11517,0281017598,Seat,199
11518,0281017519,BMW,208
11519,0281015171,AUDI,201
11520,0281017838,AUDI,199
11521,0281017955,Seat,199
11522,0281013349,VW,212
11523,0281013297,AUDI,201
11524,0281018498,Audi,219
11525,0281017221,VW,203
11526,0281018004,VW,203
11527,0281016540,VW,203
11528,0281014625,VW,201
11529,0281014981,VW,212
11530,0281014891,VW,200
11531,0281017408,AUDI,199
11532,0281016955,VW,203
11533,0281016625,Skoda,220
11534,0281014896,VW,204
11535,0281017256,VW,203
11536,0281014707,AUDI,204
11537,0281017651,Mercedes,205
11538,0281014979,VW,212
11539,0281017999,VW,203
11540,0281015009,VW,204
11541,0281014789,Mercedes,209
11542,0281016760,VW,203
11543,0281016855,Mercedes-Benz,209
11544,0281015011,AUDI,204
11545,0281015040,Audi,204
11546,0281017599,Seat,199
11547,0281018289,Land Rover,221
11548,0281017627,BMW,196
11549,0281014132,VW,212
11550,0281014134,VW,212
11551,0281012235,VW,201
11552,0281017522,BMW,208
11553,0281012357,Mercedes,202
11554,0281015018,Audi,204
11555,0281015014,"AUDI, SEAT",204
11556,0281014608,Audi,200
11557,0281014069,VW,210
11558,0281018511,VW,219
11559,0281014973,Mercedes-Benz,209
11560,0281017244,VW,203
11561,0281017834,Audi,199
11562,0281018066,Audi,199
11563,0281017954,SEAT,199
11564,0281017222,VW,203
11565,0281016764,VW,203
11566,0281014603,Audi,200
11567,0281010731,VW,210
11568,0281017257,VW,204
11569,0281015010,VW,204
11570,0281031773,BMW,196
11571,0281011287,VW,210
11572,0281012536,VW,210
11573,0281014616,SKODA,204
11574,0281010833,Mercedes,202
11575,0281018027,VW,199
11576,0281016899,VW,199
11577,0281017655,Audi,199
11578,0281011591,Mercedes,205
11579,0281015005,AUDI,204
11580,0281012128,Audi,200
11581,0281011265,VW,210
11582,0281012230,VW,201
11583,0281011617,VW,210
11584,0281011479,VW,210
11585,0281011481,VW,210
11586,0281013276,AUDI,201
11587,0281011453,AUDI,210
11588,0281011937,Mercedes,202
11589,0281017863,Peugeot / Citroen,213
11590,0281018796,BMW,208
11591,0281015017,Audi,204
11592,0281014676,VW,201
11593,0281018346,AUDI,199
11594,0281011543,VW,210
11595,0281014609,Audi,200
11596,0281015036,Audi,204
11597,0281011228,IVECO,222
11598,0281014893,VW,200
11599,0281017402,VW,218
11600,0281018827,BMW,208
11601,0281011567,VW,210
11602,0281014611,VW,201
11603,0281014671,"JAGUAR, LAND ROVER GROUP",223
11604,0281012556,VW,200
11605,0281013253,BMW,224
11606,0281013648,JEEP,209
11607,0281017387,Peugeot / Citroen,225
11608,0281014036,VW,210
11609,0281018030,VW,199
11610,0281011736,Mercedes,202
11611,0281013553,Mercedes,205
11612,0281013255,BMW,215
11613,0281011515,VW,210
11614,0281011121,BMW,215
11615,0281018510,Audi,219
11616,0281011892,AUDI,210
11617,0281014260,Audi,200
11618,0281017409,VW,199
11619,0281017698,VW,203
11620,0281017518,BMW,208
11621,0281017835,AUDI,199
11622,0281014589,Audi,201
11623,0281018461,VW,204
11624,0281014137,SKODA,201
11625,0281014976,VW,212
11626,0281018575,AUDI,199
11627,0281017981,VW,203
11628,0281011364,AUDI,210
11629,0281014711,SKODA,201
11630,0281016390,VW,203
11631,0281014712,SKODA,201
11632,0281013364,RENAULT,226
11633,0281014715,SKODA,201
11634,0281013269,VW,201
11635,0281014391,VW,204
11636,0281018842,Audi,199
11637,0281014684,VW,204
11638,0281015175,VW,201
11639,0281018932,Mercedes-Benz,207
11640,0281014686,VW,204
11641,0281019374,Skoda,199
11642,0281011955,VW,210
11643,0281012313,VW,201
11644,0281019279,Audi,199
11645,0281014251,VW,200
11646,0281014104,SKODA,200
11647,0281014254,VW,200
11648,0281014526,Mercedes,209
11649,0281019271,VW,227
11650,0281031396,VW,203
11651,0281031078,BMW,228
11652,0281030984,VW,203
11653,0281017258,VW,203
11654,0281012540,VW,212
11655,0281017554,VW,203
11656,0281018129,AUDI,199
11657,0281012609,VW,201
11658,0281017915,Mercedes,205
11659,0281018165,Mercedes,229
11660,0281012636,VW,201
11661,0281018463,Peugeot / Citroen,213
11662,0281012637,VW,201
11663,0281017515,BMW,208
11664,0281011605,VW,210
11665,0281011737,Mercedes,202
11666,0281017517,BMW,208
11667,0281011271,VW,210
11668,0281011661,VW,210
11669,0281011290,VW,210
11670,0281014705,Audi,204
11671,0281010832,Mercedes,202
11672,0281014599,Audi,204
11673,0281011270,VW,210
11674,0281011269,VW,210
11675,0281014149,VW,212
11676,0281014977,VW,212
11677,0281012827,Mercedes,202
11678,0281012947,VW,200
11679,0281011563,Audi,200
11680,0281012741,VW,201
11681,0281011663,VW,210
11682,0281011791,Mercedes,202
11683,0281015209,Audi,201
11684,0281011815,VW,210
11685,0281011289,VW,210
11686,0281011738,Mercedes,202
11687,0281013608,AUDI,201
11688,0281015068,Mercedes,230
11689,0281019173,VW,219
11690,0281018949,VW,204
11691,0281017650,SMART,205
11692,0281019326,VW,231
11693,0281018804,BMW,196
11694,0281018857,AUDI,199
11695,0281019008,AUDI,199
11696,0281019414,Honda,232
11697,0281017553,VW,203
11698,0281018184,Mercedes,202
11699,0281015087,Mercedes,229
11700,0281018001,VW,203
11701,0281012824,Mercedes,202
11702,0281031308,Audi,219
11703,0281015945,Mercedes,209
11704,0281018918,RENAULT,206
11705,0281031326,Mercedes-Benz,233
11706,0281011718,Mercedes,202
11707,0281012073,AUDI,200
11708,0281011846,Seat,210
11709,0281012004,Mercedes,209
11710,0281011739,Mercedes,202
11711,0281012223,Mercedes,202
11712,0281019969,Mercedes,209
11713,0281012253,VW,210
11714,0281015166,AUDI,201
11715,0281031018,VW,219
11716,0281020069,Deutz,234
11717,0281017836,AUDI,199
11718,0281018816,BMW,208
11719,0281031019,VW,219
11720,0281018828,BMW,208
11721,0281018769,GM,214
11722,0281012638,Mercedes,229
11723,0281019050,Audi,199
11724,0281018457,AUDI,199
11725,0281012166,VW,210
11726,0281011477,VW,210
11727,0281011836,VW,210
11728,0281031484,VW,235
11729,0281015168,AUDI,201
11730,0281031020,VW,219
11731,0281012001,Mercedes,209
11732,0281018414,VOLVO,236
11733,0281017287,VW,199
11734,0281015200,VW,204
11735,0281018458,AUDI,199
11736,0281015008,VW,204
11737,0281017365,Mercedes-Benz,209
11738,0281011790,Mercedes,202
11739,0281015201,Audi,204
11740,0281010733,VW,210
11741,0281013294,Audi,200
11742,0281031542,FORD,237
11743,0281018810,BMW,208
11744,0281031395,VW,203
11745,0281031658,VW,219
11746,0281031043,Peugeot / Citroen,238
11747,0281031706,TOYOTA,239
11748,0281012592,JEEP,209
11749,0281031066,VW,235
11750,0281012600,VW,201
11751,0281012738,VW,201
11752,0281018164,Mercedes-Benz,229
11753,0281017946,VW,199
11754,0281018374,Audi,199
11755,0281012797,Mercedes,209
11756,0281018227,AUDI,199
11757,0281011912,"OPEL, VAUXHALL",240
11758,0281019413,Honda,232
11759,0281012550,VW,210
11760,0281012786,Mercedes,209
11761,0281019438,Audi,199
11762,0281031057,VW,219
11763,0281016037,BMW,241
11764,0281012823,Mercedes,202
11765,0281012226,Mercedes,202
11766,0281011995,FORD,225
11767,0281018170,Seat,199
11768,0281011957,VW,210
11769,0281016959,Audi,204
11770,0281016964,Mercedes,209
11771,0281017770,Opel,214
11772,0281013291,SKODA,201
11773,0281020132,DONGFENG,234
11774,0281016473,Mercedes,205
11775,0281011268,VW,210
11776,0281012723,AUDI,200
11777,0281013293,AUDI,200
11778,0281014026,VW,210
11779,0281012599,VW,201
11780,0281013090,VW,201
11781,0281012543,VW,212
11782,0281018799,BMW,196
11783,0281016098,Mercedes-Benz,230
11784,0281011717,Mercedes,202
11785,0281010841,VW,210
11786,0281011985,Mercedes,205
11787,0281011673,VW,210
11788,0281011817,"OPEL, SAAB (SAAB AUTOMOBILE AB), VAUXHALL",240
11789,0281018373,Audi,199
11790,0281019280,Audi,199
11791,0281018292,SKODA,199
11792,0281012193,"HYUNDAI, IVECO",242
11793,0281032474,Mercedes,243
11794,0281032250,VW,235
11795,0281012060,Mercedes,205
11796,0281032385,VW,227
11797,0281032557,IVECO,198
11798,0281018574,VW,199
11799,0281012083,VW,200
11800,0281034971,BMW,208
11801,0281015806,BMW,241
11802,0281014028,VW,210
11803,0281016761,VW,203
11804,0281015557,VW,200
11805,0281032671,BMW,208
11806,0281015985,Mercedes-Benz,230
11807,0281017239,Mercedes,244
11808,0281016339,Mercedes,229
11809,0281017951,Mercedes,205
11810,0281011452,VW,210
11811,0281012615,VW,210
11812,0281031871,VW,203
11813,0281032295,TOYOTA,239
11814,0281031231,AUDI,219
11815,0281011719,Mercedes,202
11816,0281012604,VW,201
11817,0281011986,Mercedes,205
11818,0281012932,"SEAT, VW",245
11819,0281019052,AUDI,199
11820,0281018813,BMW,208
11821,0281031017,VW,219
11822,0281019053,AUDI,199
11823,0281012659,RENAULT,206
11824,0281011670,Seat,210
11825,0281011716,Mercedes,202
11826,0281012790,Mercedes,209
11827,0281011867,Mercedes,202
11828,0281012022,Mercedes,209
11829,0281012941,VW,210
11830,0281011792,Mercedes,202
11831,0281015594,Mercedes-Benz,246
11832,0281010735,VW,210
11833,0281011291,VW,210
11834,0281012985,Peugeot / Citroen,225
11835,0281031012,AUDI,219
11836,0281016412,BMW,241
11837,0281013275,SEAT,201
11838,0281013514,Mercedes,209
11839,0281017846,BMW,247
11840,0281013288,Skoda,201
11841,0281014027,VW,210
11842,0281013277,VW,201
11843,0281013350,VW,212
11844,0281011882,VW,210
11845,0281018803,BMW,196
11846,0281019117,Skoda,199
11847,0281012170,Audi,200
11848,0281012222,Mercedes,202
11849,0281012826,Mercedes,202
11850,0281019684,BMW,208
11851,0281033290,Peugeot / Citroen,238
11852,0281012708,"SEAT, SKODA",245
11853,0281012749,SKODA,245
11854,0281012731,Audi,200
11855,0281019272,VW,227
11856,0281012315,VW,201
11857,0281018985,BMW,208
11858,0281019484,Peugeot / Citroen,213
11859,0281012734,Audi,200
11860,0281018552,BMW,208
11861,0281012730,Audi,200
11862,0281012739,VW,201
11863,0281012798,Mercedes,209
11864,0281018612,VW,204
11865,0281019007,AUDI,199
11866,0281013096,VW,201
11867,0281017699,VW,203
11868,0281011274,VW,210
11869,0281011288,VW,210
11870,0281018482,Peugeot / Citroen,213
11871,0281017833,Audi,199
11872,0281019006,Audi,199
11873,0281018820,BMW,196
11874,0281018465,Peugeot / Citroen,213
11875,0281016093,Mercedes,246
11876,0281016095,Mercedes-Benz,246
11877,0281016977,Mercedes-Benz,246
11878,0281012263,Audi,201
11879,0281016100,Mercedes-Benz,246
11880,0281016224,Mercedes,246
11881,0281011542,VW,210
11882,0281013351,VW,212
11883,0281013186,Seat,201
11884,0281019365,BMW,248
11885,0281013166,VW,201
11886,0281013254,BMW,215
11887,0281011566,VW,210
11888,0281017374,BMW,241
11889,0281017928,VW,204
11890,0281017706,Mercedes-Benz,244
11891,0281018005,VW,203
11892,0281016838,BMW,241
11893,0281018818,BMW,208
11894,0281016842,BMW,241
11895,0281016889,Opel,249
11896,0281016466,Audi,218
11897,0281011273,VW,210
11898,0281015880,VW,204
11899,0281013887,AUDI,200
11900,0281013497,Mercedes,209
11901,0281016480,Mercedes,205
11902,0281019398,Audi,199
11903,0281012316,SEAT,245
11904,0281013440,VW,201
11905,0281010737,VW,210
11906,0281017657,OPEL,250
11907,0281013667,Mercedes,209
11908,0281018719,VW,199
11909,0281033234,Mercedes,243
11910,0281013244,Seat,201
11911,0281031870,VW,203
11912,0281016803,Mercedes,244
11913,0281017978,VW,203
11914,0281011851,Audi,200
11915,0281011604,VW,210
11916,0281017236,Mercedes,244
11917,0281018019,Mercedes,244
11918,0281013227,VW,201
11919,0281013700,VW,212
11920,0281013231,VW,201
11921,0281031164,BMW,228
11922,0281019430,BMW,196
11923,0281018293,AUDI,199
11924,0281011384,VW,210
11925,0281011249,Mercedes,202
11926,0281013763,Mercedes-Benz,209
11927,0281014133,VW,212
11928,0281014041,VW,201
11929,0281031880,FIAT,217
11930,0281031411,AUDI,219
11931,0281201481,Skoda,201
11932,0281014082,JEEP,209
11933,0281013848,VW,200
11934,0281013040,Mercedes,229
11935,0281017709,Mercedes,244
11936,0281013099,Audi,201
11937,0281012555,AUDI,200
11938,0281013268,VW,201
11939,0281013850,VW,200
11940,0281016797,HUATAI,251
11941,0281013547,Mercedes,205
11942,0281016418,BMW,241
11943,0281013352,VW,212
11944,0281011856,VW,210
11945,0281010732,VW,210
11946,0281015199,Peugeot / Citroen,252
11947,0281014592,AUDI,204
11948,0281001916,SEAT,253
11949,0281010078,VW,254
11950,0281001733,VW,253
11951,0281001940,VW,245
11952,0281010080,VW,254
11953,0281012791,Mercedes,209
11954,0281001602,SKODA,253
11955,0281012544,VW,212
11956,0281031461,NISSAN,255
11957,0281015468,Mercedes,230
11958,0281015730,Mercedes,230
11959,0281013239,SKODA,201
11960,0281017098,VW,245
11961,0281013082,SKODA,245
11962,0281001881,Mercedes-Benz,256
11963,0281001808,AUDI,253
11964,0281013272,VW,201
11965,0281014537,Mercedes,205
11966,0281031195,Mercedes,246
11967,0281001611,VW,253
11968,0281015728,Mercedes,230
11969,0281015729,Mercedes,230
11970,0281015067,Mercedes,230
11971,0281017708,Mercedes-Benz,244
11972,0281016096,Mercedes-Benz,230
11973,0281013258,Seat,242
11974,0281001823,Mercedes,256
11975,0281001857,VW,253
11976,0281016587,Mercedes-Benz,246
11977,0281014235,Audi,204
11978,0281014575,BMW,257
11979,0281001694,AUDI,253
11980,0281015986,Mercedes-Benz,230
11981,0281013639,VW,254
11982,0281012601,VW,201
11983,0281013234,VW,201
11984,0281016776,BMW,241
11985,0281016272,VW,203
11986,0281013179,SKODA,245
11987,0281019366,BMW,248
11988,0281012924,VW,245
11989,0281018945,VW,204
11990,0281019375,BMW,208
11991,0281016094,Mercedes,246
11992,0281018928,VW,199
11993,0281012605,VW,201
11994,0281012318,"SEAT, SKODA",245
11995,0281016350,Mercedes,230
11996,0281018660,AUDI,199
11997,0281017885,Mercedes-Benz,230
11998,0281018185,Mercedes,202
11999,0281011847,AUDI,210
12000,0281013552,Mercedes,205
12001,0281013889,Audi,200
12002,0281014253,VW,200
12003,0281016640,BMW,224
12004,0281010840,VW,210
12005,0281014114,VW,201
12006,0281014618,VW,204
12007,0281014716,SKODA,201
12008,0281014031,VW,210
12009,0281034465,Mercedes,243
12010,0281015900,Mercedes,205
12011,0281014669,Mercedes,205
12012,0281014489,Mercedes,229
12013,0281014622,VW,201
12014,0281001770,VW,253
12015,0281013764,Mercedes,209
12016,0281019277,AUDI,199
12017,0281015796,VW,204
12018,0281001726,VW,253
12019,0281013431,VW,201
12020,0281016038,BMW,241
12021,0281016801,Mercedes,244
12022,0281033072,VW,219
12023,0281001775,CHRYSLER,253
12024,0281010084,VW,254
12025,0281013587,Mercedes,209
12026,0281010174,VW,254
12027,0281001816,Mercedes,256
12028,0281016357,Mercedes,229
12029,0281033544,AUDI,258
12030,0281001989,Mercedes-Benz,256
12031,0281013274,Seat,201
12032,0281013555,Mercedes,205
12033,0281001997,RENAULT,259
12034,0281012744,VW,201
12035,0281012750,SKODA,245
12036,0281014829,VW,254
12037,0281017164,VW,254
12038,0281017591,BMW,260
12039,0281012635,VW,201
12040,0281001914,SEAT,253
12041,0281013092,VW,201
12042,0281012997,RENAULT,206
12043,0281001697,VW,253
12044,0281011816,"OPEL, SAAB (SAAB AUTOMOBILE AB), VAUXHALL",240
12045,0281013180,SKODA,245
12046,0281013687,VW,210
12047,0281013168,VW,201
12048,0281017041,Mercedes,246
12049,0281013237,VW,201
12050,0281001614,VW,261
12051,0281013303,VW,200
12052,0281016456,AUDI,204
12053,0281015075,BMW,260
12054,0281016879,"OPEL, VAUXHALL",249
12055,0281012225,Mercedes,202
12056,0281014102,SEAT,245
12057,0281017963,BMW,241
12058,0281013246,Skoda,201
12059,0281020107,Tata,254
12060,0281001804,"SEAT, VW",245
12061,0281012085,VW,201
12062,0281001963,AUDI,253
12063,0281001819,Mercedes,256
12064,0281001849,SKODA,253
12065,0281001864,SEAT,253
12066,0281033388,Mercedes,202
12067,0281001866,"AUDI, CITROEN, PEUGEOT",151
12068,0281001743,VW,253
12069,0281013548,Mercedes,205
12070,0281001748,"SEAT, VW",253
12071,0281014195,SAAB (SAAB AUTOMOBILE AB),242
12072,0281014535,Mercedes,205
12073,0281015324,RENAULT,206
12074,0281014198,Mercedes,229
12075,0281015286,VOLVO,231
12076,0281017254,VW,203
12077,0281013243,VW,201
12078,0281013556,Mercedes,205
12079,0281016800,BMW,241
12080,0281031413,Audi,219
12081,0281033212,TOYOTA,239
12082,0281013014,BMW,224
12083,0281001754,VW,253
12084,0281019381,Peugeot / Citroen,213
12085,0281018298,BMW,241
12086,0281013162,VW,201
12087,0281018413,FORD,262
12088,0281001797,Audi,263
12089,0281017253,VW,203
12090,0281001964,AUDI,253
12091,0281010118,Mercedes-Benz,256
12092,0281001821,VW,253
12093,0281010305,VW,245
12094,0281013886,AUDI,245
12095,0281012119,VW,201
12096,0281010171,VW,253
12097,0281018840,FORD,262
12098,0281014839,FIAT,242
12099,0281012719,VW,201
12100,0281012732,Audi,200
12101,0281014416,VW,201
12102,0281031730,AUDI,264
12103,0281014284,Mercedes,229
12104,0281014435,Mercedes,229
12105,0281014533,Mercedes,209
12106,0281001851,VW,253
12107,0281001756,AUDI,253
12108,0281014761,Mercedes,205
12109,0281019274,VW,227
12110,0281015610,VW,201
12111,0281017979,VW,203
12112,0281014035,VW,210
12113,0281020111,"GALICH CRANE PLANT, LIAZ LIKINSKI (RUS), MAZ MINSK, MZKT, TONAR, URAL AUTOMOBIL PLANT, YAMZ (YAROSLAWL MOTORENWERKE)",265
12114,0281013786,Mercedes,209
12115,0281010405,AUDI,245
12116,0281010656,VW,254
12117,0281010242,AUDI,253
12118,0281001716,Mercedes,256
12119,0281010407,VW,254
12120,0281010658,VW,254
12121,0281019278,Audi,199
12122,0281016039,BMW,241
12123,0281013197,VW,201
12124,0281001904,SKODA,253
12125,0281001790,"SKODA, VW",253
12126,0281010176,VW,263
12127,0281010058,SEAT,254
12128,0281014110,VW,201
12129,0281010172,VW,253
12130,0281010048,VW,245
12131,0281001992,Mercedes-Benz,256
12132,0281010061,SEAT,254
12133,0281014120,VW,210
12134,0281032425,VW,264
12135,0281013335,Mercedes,229
12136,0281010490,VW,254
12137,0281013787,Mercedes,209
12138,0281010130,VW,254
12139,0281012321,SEAT,245
12140,0281016615,Mercedes,244
12141,0281016383,Mercedes-Benz,246
12142,0281010133,VW,254
12143,0281016250,VW,201
12144,0281001613,VW,253
12145,0281001771,"SEAT, VW",253
12146,0281010331,VW,254
12147,0281010304,AUDI,245
12148,0281010109,VW,254
12149,0281001910,VW,263
12150,0281001720,VW,253
12151,0281001884,Mercedes,256
12152,0281010229,SEAT,254
12153,0281018018,Mercedes-Benz,244
12154,0281017712,Opel,249
12155,0281001603,SKODA,253
12156,0281010306,VW,245
12157,0281010403,SEAT,245
12158,0281010182,SKODA,253
12159,0281015334,SKODA,245
12160,0281010065,VW,253
12161,0281001799,VW,253
12162,0281010066,AUDI,253
12163,0281010670,AUDI,245
12164,0281010433,Mercedes,256
12165,0281010326,VW,253
12166,0281010222,Mercedes-Benz,256
12167,0281001899,VW,253
12168,0281011292,VW,210
12169,0281001777,Audi,263
12170,0281001820,VW,253
12171,0281001691,VW,263
12172,0281010392,VW,245
12173,0281010558,VW,245
12174,0281010301,VW,245
12175,0281001850,SKODA,253
12176,0281010394,AUDI,254
12177,0281019444,BMW,228
12178,0281001725,AUDI,253
12179,0281010292,CHRYSLER,266
12180,0281013157,VW,201
12181,0281013290,Skoda,201
12182,0281010217,VW,245
12183,0281001707,SKODA,253
12184,0281016018,VW,201
12185,0281030542,VW,219
12186,0281010230,SEAT,254
12187,0281015596,Mercedes,246
12188,0281019222,"MITSUBISHI FUSO TRUCK &amp;amp; BUS CO, TEMSA",217
12189,0281010163,"CITROEN, PEUGEOT",151
12190,0281014283,Mercedes,229
12191,0281010055,"SEAT, VW",253
12192,0281014762,Mercedes,205
12193,0281001900,VW,253
12194,0281010091,VW,263
12195,0281012057,RENAULT,206
12196,0281018795,VW,227
12197,0281018839,FORD,262
12198,0281010122,AUDI,254
12199,0281017707,Mercedes-Benz,244
12200,0281014720,VW,201
12201,0281015636,Mercedes-Benz,209
12202,0281012189,BMW,215
12203,0281020128,"AGRALE, VOLVO",265
12204,0281001410,VW,267
12205,0281015019,SKODA,204
12206,0281016349,Mercedes,246
12207,0281014675,Mahindra,268
12208,0281018053,VW,203
12209,0281017539,"OPEL, VAUXHALL",249
12210,0281016880,"OPEL, SAAB (SAAB AUTOMOBILE AB), VAUXHALL",269
12211,0281014194,"OPEL, VAUXHALL",242
12212,0281014670,Mercedes,205
12213,0281020112,"AMUR (AUTOM.AND MOTOR OF URAL), GAZ, KAVZ KURGAN, MAZ MINSK, MMZ (MINSK MOTOREN WERK), MTZ (MINSK TRAKTOR WERK), PAZ PAVLOVO, ZIL",265
12214,0281010673,VW,245
12215,0281010554,VW,245
12216,0281010892,AUDI,245
12217,0281011034,VW,254
12218,0281013776,BMW,260
12219,0281011017,VW,254
12220,0281010111,VW,254
12221,0281013893,VW,201
12222,0281010466,AUDI,254
12223,0281014351,RENAULT,206
12224,0281010254,"DAF, PAZ PAVLOVO",270
12225,0281010064,VW,253
12226,0281010308,AUDI,245
12227,0281010063,VW,253
12228,0281010427,Mercedes-Benz,256
12229,0281010259,VW,245
12230,0281016470,Mercedes,205
12231,0281010516,VW,254
12232,0281010728,VW,245
12233,0281010672,"SEAT, VW",245
12234,0281010543,VW,245
12235,0281010173,VW,253
12236,0281010121,AUDI,254
12237,0281010654,VW,254
12238,0281010184,VW,254
12239,0281010107,SKODA,254
12240,0281010162,"CITROEN, PEUGEOT",151
12241,0281010179,"SEAT, VW",254
12242,0281010181,SKODA,253
12243,0281019111,"OPEL, VAUXHALL",250
12244,0281001757,AUDI,253
12245,0281010106,SKODA,254
12246,0281015532,VW,200
12247,0281001975,"CITROEN, PEUGEOT",151
12248,0281001853,VW,253
12249,0281001979,VW,254
12250,0281001727,"SEAT, VW",253
12251,0281010006,"SEAT, VW",253
12252,0281013767,Mercedes,209
12253,0281011632,VW,210
12254,0281013847,VW,200
12255,0281010128,SKODA,254
12256,0281013769,Mercedes,209
12257,0281014029,VW,210
12258,0281033209,TOYOTA,239
12259,0281016893,JEEP,271
12260,0281011219,"SEAT, SKODA",245
12261,0281011239,AUDI,245
12262,0281010814,CHRYSLER,266
12263,0281010556,RENAULT,259
12264,0281011403,SEAT,245
12265,0281011245,VW,245
12266,0281019150,VW,227
12267,0281032526,Mercedes,243
12268,0281010491,SEAT,245
12269,0281019329,JEEP,217
12270,0281013894,VW,201
12271,0281010257,SKODA,254
12272,0281018829,BMW,208
12273,0281015852,BMW,224
12274,0281015426,VW,210
12275,0281010197,VW,254
12276,0281001742,Seat,253
12277,0281001641,Skoda,253
12278,0281010204,AUDI,254
12279,0281001696,VW,253
12280,0281013770,Mercedes,209
12281,0281010054,"SEAT, VW",253
12282,0281010655,VW,254
12283,0281017731,VW,203
12284,0281016777,Mercedes,246
12285,0281010119,Mercedes-Benz,256
12286,0281013806,RENAULT,272
12287,0281015048,SEAT,245
12288,0281010642,VW,254
12289,0281010666,"SKODA, VW",245
12290,0281010515,VW,254
12291,0281012746,VW,201
12292,0281011015,Mercedes,202
12293,0281001800,VW,253
12294,0281010216,"SEAT, VW",245
12295,0281001732,VW,253
12296,0281010092,VW,245
12297,0281010129,SKODA,254
12298,0281001818,Mercedes-Benz,256
12299,0281010218,VW,245
12300,0281010469,AUDI,245
12301,0281013849,VW,200
12302,0281013664,RENAULT,206
12303,0281017715,Opel,249
12304,0281010541,"SKODA, VW",253
12305,0281010458,VW,254
12306,0281010372,VW,254
12307,0281010688,SEAT,254
12308,0281010628,VW,245
12309,0281011139,AUDI,245
12310,0281010169,VW,253
12311,0281014238,BMW,260
12312,0281013761,Mercedes,209
12313,0281010199,AUDI,254
12314,0281010383,VW,254
12315,0281010115,AUDI,253
12316,0281032672,BMW,208
12317,0281015811,Skoda,201
12318,0281001929,VW,263
12319,0281010010,VW,254
12320,0281010667,SKODA,245
12321,0281010406,AUDI,245
12322,0281010705,VW,245
12323,0281010476,AUDI,245
12324,0281010446,AUDI,254
12325,0281010226,AUDI,245
12326,0281010429,Mercedes,256
12327,0281010233,Mercedes-Benz,256
12328,0281010486,FIAT,273
12329,0281010681,VW,254
12330,0281010302,VW,245
12331,0281001913,VW,253
12332,0281010191,Mercedes-Benz,256
12333,0281010139,CHRYSLER,253
12334,0281019049,BMW,241
12335,0281031945,Audi,219
12336,0281010124,VW,254
12337,0281033213,TOYOTA,239
12338,0281001902,VW,253
12339,0281010373,VW,254
12340,0281010375,AUDI,254
12341,0281010247,VW,254
12342,0281010126,VW,254
12343,0281010514,VW,245
12344,0281015148,VW,254
12345,0281013768,Mercedes-Benz,209
12346,0281019416,Mercedes-Benz,243
12347,0281019507,FORD,262
12348,0281011142,AUDI,245
12349,0281013751,Mercedes,209
12350,0281018996,FORD,262
12351,0281010428,Mercedes,256
12352,0281010384,VW,254
12353,0281013285,SEAT,201
12354,0281016043,VW,201
12355,0281010891,SEAT,245
12356,0281011144,"SEAT, VW",245
12357,0281016151,Seat,201
12358,0281011740,Mercedes,202
12359,0281011659,Seat,210
12360,0281012005,Mercedes,209
12361,0281010957,SEAT,245
12362,0281011413,VW,245
12363,0281011336,VW,254
12364,0281011240,VW,245
12365,0281014200,Mercedes,209
12366,0281010327,VW,254
12367,0281001885,VW,253
12368,0281001728,AUDI,253
12369,0281014203,Mercedes,209
12370,0281010587,VW,274
12371,0281010545,VW,245
12372,0281010505,VW,245
12373,0281010246,VW,253
12374,0281010660,"SKODA, VW",254
12375,0281010586,VW,254
12376,0281033074,AUDI,219
12377,0281001911,VW,253
12378,0281010701,VW,245
12379,0281010676,VW,254
12380,0281010906,Mercedes-Benz,256
12381,0281010704,VW,245
12382,0281010442,RENAULT,254
12383,0281001915,VW,253
12384,0281010094,AUDI,245
12385,0281001845,VW,253
12386,0281010685,VW,254
12387,0281010819,RENAULT,259
12388,0281011220,SKODA,245
12389,0281010751,SEAT,245
12390,0281010370,PEUGEOT,151
12391,0281010324,VW,253
12392,0281010131,VW,254
12393,0281010944,"SKODA, VW",245
12394,0281010977,"SKODA, VW",245
12395,0281015555,VW,200
12396,0281015240,BMW,224
12397,0281010212,VW,245
12398,0281010319,VOLVO,275
12399,0281010698,VW,245
12400,0281001903,VW,253
12401,0281016033,Seat,201
12402,0281010969,Mercedes-Benz,276
12403,0281016035,VW,201
12404,0281019409,Peugeot / Citroen,238
12405,0281010678,VW,254
12406,0281010497,VW,245
12407,0281001912,VW,253
12408,0281010380,SKODA,254
12409,0281010112,VW,254
12410,0281013777,"OPEL, VAUXHALL",240
12411,0281010631,VW,254
12412,0281011150,Mercedes-Benz,256
12413,0281010170,VW,253
12414,0281010007,SEAT,253
12415,0281011101,RENAULT,259
12416,0281010942,VW,245
