id,number,carmanufacturers,model_id
1,0261S02186,VW,1
2,0261S02137,VW,1
3,0261S02192,Audi,2
4,0261S01035,VW,3
5,0261S02196,VW,1
6,0261S10804,Fiat,4
7,0261S04360,VW,5
8,0261S06108,AUDI,6
9,0261S04767,SEAT,7
10,0261S15458,BMW,8
11,0261S06110,AUDI,6
12,0261S05349,VW,7
13,0261S06038,Mercedes-Benz,9
14,0261S04263,VW,10
15,0261S09939,BMW,11
16,0261S09706,BMW / Mini,11
17,0261S02390,VW,1
18,0261S06036,Skoda,7
19,0261S02184,VW,1
20,0261S09721,BMW,8
21,0261S06212,VW,12
22,0261S06364,VW,7
23,0261S05812,VW,7
24,0261S06109,AUDI,6
25,0261S06338,VW,13
26,0261S06048,VW,12
27,0261S06720,VW,7
28,0261S07391,VW,12
29,0261S06709,VW,7
30,0261S07021,VW,13
31,0261209609,Mercedes,14
32,0261S02022,Audi,1
33,0261S02303,VW,1
34,0261S02415,VW,2
35,0261S01006,VW,3
36,0261S02024,Audi,1
37,0261S04262,VW,10
38,0261S04415,AUDI,13
39,0261S10974,BMW,8
40,0261S09940,BMW / Mini,11
41,0261S06516,Mercedes-Benz,15
42,0261S06498,Mercedes,16
43,0261S06497,Mercedes-Benz,16
44,0261S01054,Alfa Romeo,17
45,0261S15498,FORD,18
46,0261S02141,VW,1
47,0261S04432,VW,5
48,0261S06496,Mercedes-Benz,16
49,0261S06222,VW,12
50,0261S06185,VW,13
51,0261S18083,Dallara,19
52,0261S02783,VW,2
53,0261S05579,Mercedes,16
54,0261S06487,VW,7
55,0261S06693,VW,7
56,0261S06531,BENTLEY,20
57,0261S06668,"BENTLEY, BMW, VW",20
58,0261S07392,VW,12
59,0261S13662,MINI (BMW),11
60,0261S06556,VW,6
61,0261S06351,VW,7
62,0261S07639,FORD,21
63,0261S06643,VW,7
64,0261S05580,Mercedes,16
65,0261S04094,VW,5
66,0261S04792,VW,10
67,0261S05732,VW,5
68,0261S06186,VW,13
69,0261S06100,VW,7
70,0261S06044,PORSCHE,6
71,0261S05745,VW,7
72,0261S06113,VW,7
73,0261S04594,VW,5
74,0261S09814,Mercedes-Benz,9
75,0261S06014,VW,12
76,0261S06040,VW,6
77,0261S06486,VW,7
78,0261S06568,BENTLEY,20
79,0261S06669,"BENTLEY, BMW, VW",20
80,0261S06218,VW,12
81,0261S04821,Mercedes-Benz,15
82,0261209601,Mercedes,14
83,0261S02255,VW,1
84,0261S02092,VW,1
85,0261209602,Mercedes,14
86,0261S06456,FORD,21
87,0261S04557,VW,5
88,0261S04555,VW,5
89,0261S06219,VW,12
90,0261S04347,VW,7
91,0261S04559,VW,5
92,0261S05737,MAYBACH,22
93,0261S04576,VW,5
94,0261S02239,Audi,1
95,0261S04158,BMW,23
96,0261S02044,Audi,1
97,0261S05810,VW,7
98,0261S06520,BENTLEY,20
99,0261S11549,BMW,8
100,0261S06670,"BENTLEY, BMW, VW",20
101,0261S06704,VW,7
102,0261S05741,SKODA,5
103,0261S06012,VW,12
104,0261S07115,VW,24
105,0261206551,SEAT,25
106,0261206619,VW,26
107,0261S07130,Audi,6
108,0261206789,AUDI,26
109,0261S06181,AUDI,13
110,0261S06532,BENTLEY,20
111,0261206781,AUDI,26
112,0261207183,VW,27
113,0261S04958,VW,5
114,0261S06536,BENTLEY,20
115,0261206444,"AUDI, VW",25
116,0261S06539,BENTLEY,20
117,0261206436,VW,25
118,0261S07005,VW,7
119,0261206553,VW,25
120,0261S05568,VW,28
121,0261S05129,VW,29
122,0261S05592,VW,28
123,0261S06667,"BENTLEY, BMW, VW",20
124,0261206529,AUDI,25
125,0261206521,AUDI,25
126,0261207177,VW,27
127,0261206535,"AUDI, VW",25
128,0261206556,"AUDI, VW",26
129,0261206435,AUDI,25
130,0261206598,VW,25
131,0261S06754,BENTLEY,20
132,0261206545,SEAT,25
133,0261206579,PORSCHE,30
134,0261206600,"SEAT, VW",25
135,0261S05199,VW,20
136,0261S06362,VW,29
137,0261206441,AUDI,25
138,0261S07179,BMW,31
139,0261207081,VW,25
140,0261206814,VW,26
141,0261206859,"SEAT, VW",27
142,0261206523,AUDI,25
143,0261206450,AUDI,25
144,0261206525,AUDI,25
145,0261206601,"SEAT, VW",25
146,0261207113,VW,25
147,0261206830,VW,20
148,0261206269,VW,25
149,0261S05634,BENTLEY,20
150,0261S06535,BENTLEY,20
151,0261206811,VW,26
152,0261206813,VW,26
153,0261206239,VW,26
154,0261S05198,VW,20
155,0261206888,VW,25
156,0261206955,VW,26
157,0261S06233,VW,29
158,0261206381,AUDI,26
159,0261S06525,VW,28
160,0261S04803,Shanghai Volkswagen,25
161,0261S06026,VW,29
162,0261206317,VW,25
163,0261207114,VW,27
164,0261206737,SEAT,27
165,0261207200,VW,27
166,0261206852,VW,27
167,0261206873,VW,25
168,0261206824,SEAT,27
169,0261206829,Volvo,32
170,0261206874,VW,25
171,0261206857,VW,27
172,0261206825,SEAT,27
173,0261206866,SEAT,25
174,0261206608,VW,25
175,0261207470,VW,26
176,0261207235,VW,27
177,0261207500,AUDI,26
178,0261207236,VW,25
179,0261206964,"SKODA, VW",25
180,0261207204,"AUDI, SKODA",25
181,0261207379,VW,26
182,0261S06358,VW,28
183,0261207267,VW,26
184,0261207010,AUDI,26
185,0261S05425,VW,25
186,0261206854,VW,27
187,0261S10718,BMW,33
188,0261206611,AUDI,25
189,0261S05596,VW,28
190,0261206868,AUDI,25
191,0261206962,VW,25
192,0261S06029,VW,29
193,0261S06184,VW,20
194,0261S07314,VW,29
195,0261S08190,VW,28
196,0261S06226,VW,29
197,0261S05155,VW,29
198,0261S10715,BMW / Mini,34
199,0261S07107,VW,29
200,0261S05219,VW,20
201,0261S10717,BMW,33
202,0261S06762,BENTLEY,20
203,0261S05130,VW,29
204,0261S07308,Audi,20
205,0261S08385,VW,29
206,0261S10506,BMW,33
207,0261S05378,"BENTLEY, VW",20
208,0261206522,"AUDI, VW",25
209,0261S05323,BENTLEY,20
210,0261S10508,BMW,33
211,0261207557,VW,25
212,0261S06759,BENTLEY,20
213,0261206793,AUDI,25
214,0261206872,AUDI,25
215,0261207190,VW,27
216,0261206858,VW,27
217,0261206809,VW,26
218,0261206527,AUDI,25
219,0261206889,SKODA,25
220,0261S10505,BMW,33
221,0261S05326,BENTLEY,20
222,0261206896,AUDI,25
223,0261S06578,VW,28
224,0261207124,SKODA,27
225,0261S05788,VW,29
226,0261207184,VW,27
227,0261206963,VW,25
228,0261206602,"SEAT, VW",25
229,0261S06027,VW,29
230,0261206979,RENAULT,35
231,0261S10923,VW,7
232,0261207211,SEAT,25
233,0261207201,VW,27
234,0261207152,VW,26
235,0261S05010,VW,28
236,0261206762,VW,27
237,0261206875,AUDI,25
238,0261S10473,BMW,33
239,0261206558,AUDI,26
240,0261S05197,VW,20
241,0261206817,VW,26
242,0261206747,VW,27
243,0261206609,VW,25
244,0261S06031,VW,29
245,0261S06756,BENTLEY,20
246,0261S04798,VW,29
247,0261207289,VW,25
248,0261S10507,BMW,33
249,0261207203,VW,27
250,0261S06579,VW,28
251,0261207347,VW,20
252,0261206580,AUDI,25
253,0261201354,VW,10
254,0261S06032,VW,29
255,0261207017,AUDI,26
256,0261S06121,VW,29
257,0261S07313,VW,29
258,0261S07018,VW,7
259,0261S10608,VW,6
260,0261S10737,VW,36
261,0261206786,AUDI,26
262,0261S04799,VW,29
263,0261207350,"SEAT, VW",20
264,0261206910,VW,25
265,0261207352,VW,25
266,0261207441,"AUDI, SEAT, SKODA, VW",25
267,0261S08281,VW,29
268,0261206887,VW,25
269,0261207447,VW,25
270,0261207179,VW,27
271,0261207315,VW,27
272,0261S05631,BENTLEY,20
273,0261207354,"SEAT, VW",25
274,0261207600,VW,26
275,0261S06758,BENTLEY,20
276,0261207445,VW,25
277,0261206911,VW,25
278,0261207756,AUDI,25
279,0261S05787,VW,29
280,0261207361,VW,25
281,0261207366,VW,25
282,0261206665,VW,27
283,0261207084,VW,26
284,0261206810,VW,26
285,0261207182,VW,27
286,0261207368,VW,25
287,0261S06030,VW,29
288,0261S06502,VW,28
289,0261206960,"SEAT, VW",27
290,0261S07744,BENTLEY,20
291,0261206438,SKODA,25
292,0261207207,VW,25
293,0261206772,VW,27
294,0261206863,AUDI,25
295,0261207677,VW,25
296,0261207349,VW,25
297,0261S04680,VW,10
298,0261207696,"PORSCHE, VW",20
299,0261207351,VW,25
300,0261S06363,VW,29
301,0261206738,VW,25
302,0261S10553,BMW,37
303,0261206524,AUDI,25
304,0261S10682,Mercedes-Benz,38
305,0261S10893,VW,12
306,0261S06071,VW,39
307,0261S07315,VW,29
308,0261206958,SEAT,27
309,0261207797,VW,20
310,0261207978,AUDI,25
311,0261207687,VW,20
312,0261207590,VW,25
313,0261207502,AUDI,26
314,0261207647,SEAT,25
315,0261207449,VW,26
316,0261207817,SKODA,25
317,0261208003,VW,25
318,0261S10964,VW,7
319,0261S06761,BENTLEY,20
320,0261S10969,VW,7
321,0261S10746,VW,36
322,0261S09676,VW,40
323,0261S10965,VW,7
324,0261207362,VW,25
325,0261S10959,VW,7
326,0261S06640,VW,28
327,0261207293,VW,20
328,0261207364,VW,25
329,0261S05321,VW,20
330,0261S06028,VW,29
331,0261S07377,VW,29
332,0261S06063,VW,28
333,0261207298,VW,25
334,0261S08278,VW,29
335,0261206733,VW,25
336,0261207209,AUDI,25
337,0261206749,VW,27
338,0261207921,VW,25
339,0261206599,"SEAT, VW",25
340,0261S04323,VW,5
341,0261207210,AUDI,25
342,0261206612,RENAULT,35
343,0261S04611,VW,41
344,0261207420,LADA,25
345,0261207435,VW,25
346,0261S07740,BENTLEY,20
347,0261207437,"AUDI, SKODA",25
348,0261206928,"SKODA, VW",25
349,0261S05325,BENTLEY,20
350,0261S05569,VW,28
351,0261207202,VW,27
352,0261206799,VW,26
353,0261207193,SEAT,27
354,0261207644,VW,26
355,0261207274,VW,26
356,0261207306,VW,20
357,0261206744,RENAULT,35
358,0261S05954,VW,20
359,0261206652,SEAT,27
360,0261206434,AUDI,25
361,0261206543,AUDI,25
362,0261206554,VW,27
363,0261201844,BMW,42
364,0261S07742,BENTLEY,20
365,0261207776,VW,25
366,0261207599,VW,26
367,0261207357,VW,25
368,0261207791,RENAULT,35
369,0261206892,AUDI,25
370,0261207178,VW,27
371,0261S10967,VW,7
372,0261207192,VW,27
373,0261S05597,VW,28
374,0261207208,VW,25
375,0261206820,VW,26
376,0261206959,"SEAT, VW",27
377,0261207384,"SEAT, VW",26
378,0261207419,VW,25
379,0261206821,VW,26
380,0261206870,AUDI,25
381,0261206917,AUDI,25
382,0261206890,VW,25
383,0261207417,AUDI,25
384,0261207924,VW,25
385,0261207343,VW,25
386,0261207622,VW,25
387,0261207503,AUDI,26
388,0261S06689,VW,39
389,0261S05967,Audi,7
390,0261S04612,VW,41
391,0261S04358,VW,5
392,0261207180,VW,27
393,0261S07006,VW,7
394,0261S06599,Mercedes-Benz,43
395,0261S06353,VW,39
396,0261S05586,VW,7
397,0261207191,SEAT,27
398,0261S05707,VW,25
399,0261207412,AUDI,25
400,0261207819,SKODA,25
401,0261S21766,BMW,33
402,0261207814,AUDI,26
403,0261S06932,VW,39
404,0261S05706,VW,39
405,0261S06691,VW,39
406,0261207701,VW,27
407,0261S10647,VW,6
408,0261206748,VW,27
409,0261207181,VW,27
410,0261206808,VW,26
411,0261S06092,VW,44
412,0261206891,VW,25
413,0261206750,VW,27
414,0261207716,VW,27
415,0261207380,VW,26
416,0261207272,VW,26
417,0261207323,VW,25
418,0261S04679,VW,10
419,0261207387,"SEAT, VW",26
420,0261207284,VW,25
421,0261S04942,VW,5
422,0261207307,VW,20
423,0261207269,VW,26
424,0261207072,VW,25
425,0261S06753,BENTLEY,20
426,0261207431,FIAT,45
427,0261206884,VW,25
428,0261207314,VW,27
429,0261207285,VW,25
430,0261201303,VW,20
431,0261207439,AUDI,25
432,0261S05131,VW,29
433,0261S04826,VW,29
434,0261201338,VW,20
435,0261S04613,VW,41
436,0261S06512,VW,39
437,0261207778,AUDI,25
438,0261207779,AUDI,25
439,0261S10471,BMW,34
440,0261207213,AUDI,25
441,0261207957,VW,25
442,0261207885,VW,20
443,0261S08282,VW,29
444,0261S10963,VW,7
445,0261206735,VW,26
446,0261S05159,VW,5
447,0261207313,VW,27
448,0261S05383,BENTLEY,20
449,0261S10901,BMW,33
450,0261207533,SEAT,25
451,0261207335,SKODA,25
452,0261201698,VW,10
453,0261S07810,Mercedes-Benz,43
454,0261S08283,VW,29
455,0261S07508,SKODA,44
456,0261S05953,VW,20
457,0261S04046,VW,41
458,0261S07818,VW,5
459,0261207333,VW,25
460,0261206908,VW,25
461,0261206871,VW,25
462,0261207345,VW,20
463,0261S12544,VW,6
464,0261S07384,VW,39
465,0261S10597,BMW,33
466,0261S06547,VW,5
467,0261S06509,VW,39
468,0261S07495,Audi,7
469,0261S11297,Mercedes-Benz,43
470,0261S10764,VW,12
471,0261S05628,BENTLEY,20
472,0261207065,AUDI,25
473,0261S11352,Seat,12
474,0261S06507,VW,39
475,0261S02631,VW,2
476,0261209006,BMW,46
477,0261207275,"SEAT, VW",26
478,0261207911,VW,25
479,0261208100,VW,20
480,0261208073,VW,20
481,0261207914,VW,25
482,0261S04359,VW,5
483,0261S07255,VW,7
484,0261S06093,VW,44
485,0261208088,AUDI,20
486,0261201305,VW,10
487,0261S05573,Audi,7
488,0261201662,BMW,42
489,0261S05151,VW,28
490,0261208238,AUDI,20
491,0261207363,VW,25
492,0261207579,VW,20
493,0261207532,VW,27
494,0261207777,VW,25
495,0261208668,"PORSCHE, VW",20
496,0261S10971,VW,7
497,0261208188,VW,25
498,0261207925,VW,25
499,0261207839,AUDI,20
500,0261207595,VW,20
501,0261207792,RENAULT,35
502,0261S06510,VW,39
503,0261208876,Mercedes,47
504,0261S06211,VW,12
505,0261S04691,Mercedes,48
506,0261S06059,VW,12
507,0261S06232,VW,29
508,0261S05705,VW,39
509,0261207972,RENAULT,35
510,0261S05553,VW,5
511,0261S04690,Peugeot / Citroen,49
512,0261S06056,VW,12
513,0261S06690,VW,39
514,0261207973,RENAULT,35
515,0261201673,VW,5
516,0261206886,VW,25
517,0261206766,VW,27
518,0261S10957,VW,7
519,0261206856,VW,27
520,0261207353,VW,25
521,0261207640,VW,26
522,0261207679,VW,27
523,0261208565,VW,20
524,0261S04445,VW,7
525,0261208085,AUDI,25
526,0261207794,AUDI,20
527,0261207717,SKODA,25
528,0261S10680,VW,7
529,0261S07254,VW,7
530,0261207355,VW,25
531,0261201307,BMW,42
532,0261S06174,VW,39
533,0261S02810,VW,2
534,0261S05552,VW,5
535,0261S02399,SEAT,1
536,0261S02265,VW,1
537,0261207344,VW,25
538,0261207565,VW,20
539,0261207480,VW,26
540,0261207346,VW,20
541,0261207612,AUDI,26
542,0261207501,AUDI,26
543,0261S04093,VW,5
544,0261S10610,VW,6
545,0261S05558,VW,5
546,0261S11350,VW,12
547,0261201222,SKODA,29
548,0261201460,FAW-Volkswagen,25
549,0261207889,"SEAT, VW",27
550,0261201607,AUDI,20
551,0261S10719,BMW,33
552,0261S04948,VW,5
553,0261208279,SKODA,25
554,0261207888,VW,27
555,0261207680,VW,27
556,0261201204,VW,20
557,0261208297,"SEAT, VW",27
558,0261207681,VW,27
559,0261S07435,SKODA,7
560,0261208244,VW,25
561,0261208038,AUDI,26
562,0261207688,VW,20
563,0261S10973,VW,7
564,0261S12583,VW,12
565,0261207546,VW,27
566,0261207920,VW,25
567,0261S07785,VW,7
568,0261S06750,BENTLEY,20
569,0261S04802,Shanghai Volkswagen,25
570,0261S02373,VW,1
571,0261S07854,Mercedes-Benz,50
572,0261206650,"SKODA, VW",25
573,0261S04673,VW,10
574,0261S06488,VW,7
575,0261207534,SEAT,25
576,0261207910,VW,25
577,0261207926,VW,25
578,0261201699,VW,10
579,0261208010,SEAT,26
580,0261208013,"SEAT, VW",26
581,0261207882,VW,20
582,0261207689,VW,20
583,0261207566,VW,20
584,0261207324,AUDI,25
585,0261S04050,UAZ,51
586,0261207764,VW,25
587,0261208226,BENTLEY,20
588,0261S07481,VW,12
589,0261S05700,VW,39
590,0261S04928,VW,41
591,0261S07782,BMW,52
592,0261207763,VW,25
593,0261206651,"SEAT, VW",27
594,0261S04947,VW,5
595,0261S02809,VW,2
596,0261S02159,VW,1
597,0261S15056,Audi,53
598,0261206536,"AUDI, AVTOVAZ, LADA",25
599,0261S15452,BMW,37
600,0261S10947,PSA,54
601,0261201144,VW,27
602,0261201411,VW,27
603,0261201330,VW,29
604,0261S08136,VW,39
605,0261S08857,VW,12
606,0261207428,VW,25
607,0261S06838,VW,44
608,0261S06545,VW,5
609,0261S05120,VW,5
610,0261S07088,VW,12
611,0261207635,AUDI,25
612,0261S05704,VW,39
613,0261S06957,VW,12
614,0261208730,VW,20
615,0261S21176,BMW,55
616,0261208045,VW,27
617,0261208294,VW,27
618,0261208735,VW,27
619,0261S06606,VW,12
620,0261S15453,BMW,37
621,0261208284,VW,25
622,0261S07030,BMW,52
623,0261208308,VW,20
624,0261208829,BENTLEY,20
625,0261S04291,VW,20
626,0261S04294,VW,20
627,0261S04176,VW,27
628,0261208849,VW,29
629,0261S07436,SKODA,7
630,0261S05870,AUDI,5
631,0261S10475,BMW,33
632,0261S07037,VW,39
633,0261S07736,VW,12
634,0261208296,"SEAT, VW",27
635,0261S07201,VW,7
636,0261S04675,VW,10
637,0261S07511,VW,44
638,0261208199,VW,25
639,0261208316,VW,25
640,0261207082,VW,25
641,0261S10609,VW,6
642,0261208158,VW,25
643,0261208232,AUDI,20
644,0261207466,VW,26
645,0261207918,VW,25
646,0261207773,AUDI,25
647,0261208011,"SEAT, VW",26
648,0261208006,VW,20
649,0261S08285,VW,29
650,0261S08038,VW,28
651,0261S07224,VW,12
652,0261S04944,VW,5
653,0261S06176,VW,39
654,0261208331,SEAT,27
655,0261207953,VW,25
656,0261208240,AUDI,20
657,0261S06354,VW,39
658,0261208126,VW,27
659,0261S04681,VW,10
660,0261S07020,BMW,56
661,0261207268,VW,26
662,0261201956,VW,5
663,0261S05713,"OPEL, VAUXHALL",57
664,0261S04946,VW,5
665,0261S04678,VW,10
666,0261S02427,Audi,2
667,0261S05009,VW,5
668,0261S07226,Mercedes-Benz,48
669,0261208027,VW,20
670,0261207699,VW,25
671,0261207342,VW,20
672,0261207239,SEAT,27
673,0261S04040,VW,7
674,0261201410,VW,27
675,0261201220,VW,20
676,0261201179,BENTLEY,20
677,0261201638,VW,29
678,0261201452,AUDI,20
679,0261208183,BENTLEY,20
680,0261S05158,VW,5
681,0261208017,FORD,26
682,0261S06600,Mercedes-Benz,43
683,0261S04392,"SKODA, VW",7
684,0261208195,VW,25
685,0261S06914,VW,12
686,0261S07016,VW,7
687,0261S07148,Seat,44
688,0261S07626,BMW,52
689,0261S07150,Seat,44
690,0261S07745,VW,12
691,0261208611,VW,20
692,0261208569,VW,20
693,0261208633,AUDI,25
694,0261S06511,VW,39
695,0261S07438,VW,12
696,0261207624,SEAT,27
697,0261S07011,VW,7
698,0261S02645,VW,1
699,0261S02446,Audi,1
700,0261S02449,VW,1
701,0261207753,AUDI,25
702,0261S02647,VW,1
703,0261S06642,VW,7
704,0261207334,VW,25
705,0261S06692,FAW,12
706,0261207718,"SKODA, VW",25
707,0261S11349,VW,12
708,0261S07149,VW,44
709,0261207915,VW,25
710,0261S04095,VW,5
711,0261S04930,VW,41
712,0261S04119,VW,10
713,0261S06513,VW,39
714,0261S06686,VW,39
715,0261S05964,Mercedes,48
716,0261S04927,VW,41
717,0261S06171,VW,39
718,0261S02064,VW,1
719,0261S05975,Mercedes,48
720,0261S05701,VW,39
721,0261S06836,Mercedes-Benz,48
722,0261S06404,Mercedes,48
723,0261207774,AUDI,25
724,0261S06933,VW,39
725,0261S06602,Mercedes,43
726,0261207975,AUDI,25
727,0261208019,FORD,26
728,0261208392,VW,20
729,0261207977,AUDI,25
730,0261S06072,VW,39
731,0261208061,VW,25
732,0261207690,VW,20
733,0261208024,VW,20
734,0261207768,AUDI,20
735,0261207292,VW,20
736,0261207270,VW,26
737,0261209127,BMW,58
738,0261208646,SEAT,25
739,0261207277,VW,26
740,0261207383,"SEAT, VW",26
741,0261S12545,VW,6
742,0261207887,VW,27
743,0261208300,PORSCHE,30
744,0261207912,VW,25
745,0261S07812,Mercedes-Benz,43
746,0261208712,AUDI,20
747,0261208271,VW,25
748,0261208639,VW,25
749,0261S08990,VW,20
750,0261208828,SKODA,27
751,0261208750,VW,20
752,0261S10769,VW,12
753,0261S05907,VW,7
754,0261S07487,BMW,52
755,0261S07923,VW,12
756,0261S10771,VW,12
757,0261S07418,VW,7
758,0261208589,VW,27
759,0261208222,"SEAT, VW",27
760,0261208643,VW,25
761,0261208332,SEAT,27
762,0261S07154,VW,44
763,0261S07784,VW,7
764,0261S08063,VW,6
765,0261S07496,Audi,7
766,0261208590,AUDI,20
767,0261S07632,VW,12
768,0261S09820,BMW,55
769,0261S07861,VW,39
770,0261S07853,VW,6
771,0261S10335,VW,12
772,0261S08153,VW,7
773,0261S08152,VW,7
774,0261S07746,VW,12
775,0261S09716,VW,7
776,0261207122,Mercedes,59
777,0261S02154,Audi,1
778,0261S08685,VW,7
779,0261208055,AUDI,25
780,0261S04018,VW,29
781,0261S14941,BMW,37
782,0261S02238,VW,1
783,0261S07871,VW,6
784,0261S08166,VW,7
785,0261S07007,VW,7
786,0261S07831,VW,7
787,0261208203,AUDI,20
788,0261207886,VW,20
789,0261S07919,VW,12
790,0261201440,Shanghai Volkswagen,25
791,0261201520,AUDI,20
792,0261201301,VW,20
793,0261201218,"BENTLEY, VW",20
794,0261S10765,VW,12
795,0261S07535,Bentley,20
796,0261S07200,VW,7
797,0261S07497,VW,6
798,0261S07778,VW,44
799,0261S08099,VW,7
800,0261207955,VW,25
801,0261208125,VW,27
802,0261208087,AUDI,20
803,0261S07906,PSA,60
804,0261S06893,VW,44
805,0261S02599,Audi,2
806,0261S07155,VW,44
807,0261S08100,VW,7
808,0261S07821,VW,12
809,0261S08163,Audi,7
810,0261S07181,SEAT,44
811,0261208156,VW,25
812,0261208184,BENTLEY,20
813,0261208537,VW,27
814,0261208755,VW,27
815,0261208234,VW,20
816,0261208189,VW,20
817,0261208291,VW,25
818,0261208163,VW,25
819,0261208127,VW,27
820,0261208018,FORD,26
821,0261S14521,BMW,61
822,0261207713,VW,20
823,0261208182,"BENTLEY, ROLLS-ROYCE, VW",20
824,0261208020,FORD,26
825,0261S07012,VW,7
826,0261S10767,VW,12
827,0261208023,VW,20
828,0261S07110,VW,39
829,0261S08277,VW,7
830,0261S08199,Audi,7
831,0261S08316,VW,7
832,0261S04015,VW,29
833,0261S04255,VW,20
834,0261209553,Mercedes-Benz,14
835,0261S05892,BMW,62
836,0261208112,SEAT,25
837,0261208467,VW,20
838,0261208686,"SEAT, VW",25
839,0261S04397,VW,63
840,0261S05555,VW,5
841,0261208458,VW,20
842,0261208242,AUDI,20
843,0261S06688,VW,39
844,0261201833,VW,29
845,0261209623,BMW,58
846,0261204873,AUDI,25
847,0261207424,VW,20
848,0261207391,VW,25
849,0261207390,VW,25
850,0261207744,VW,20
851,0261207414,AUDI,25
852,0261208307,VW,20
853,0261208155,VW,25
854,0261S06608,VW,12
855,0261207790,VW,25
856,0261S07670,SKODA,5
857,0261208336,SEAT,27
858,0261208306,VW,20
859,0261S04016,VW,29
860,0261S04170,BENTLEY,20
861,0261S11902,VW,64
862,0261208225,VW,27
863,0261208682,VW,25
864,0261208640,VW,25
865,0261S02664,VW,2
866,0261201575,VW,20
867,0261S02187,AUDI,1
868,0261201731,VW,20
869,0261206197,AUDI,25
870,0261S02006,VW,1
871,0261S08400,VW,6
872,0261S08315,VW,7
873,0261S08332,VW,12
874,0261S04676,VW,10
875,0261S04672,VW,10
876,0261S04945,VW,5
877,0261S07010,VW,7
878,0261208534,AUDI,25
879,0261208553,VW,20
880,0261208417,CHEVROLET,65
881,0261S06603,Mercedes,43
882,0261S05735,VW,28
883,0261S08293,SEAT,7
884,0261207936,AUDI,25
885,0261208219,VW,25
886,0261208224,VW,27
887,0261208248,VW,27
888,0261201369,"BENTLEY, VW",20
889,0261201302,VW,20
890,0261207123,Mercedes,59
891,0261208536,VW,25
892,0261208344,VW,20
893,0261208606,VW,27
894,0261208526,VW,25
895,0261208555,VW,20
896,0261208699,Shanghai Volkswagen,27
897,0261S07026,Mercedes,50
898,0261S07916,VW,12
899,0261208716,AUDI,20
900,0261201127,VW,20
901,0261206243,Mercedes-Benz,59
902,0261206974,Mercedes-Benz,59
903,0261206247,Mercedes,59
904,0261S07502,SEAT,44
905,0261S08303,VW,7
906,0261S08195,VW,6
907,0261S07509,VW,44
908,0261S06095,VW,63
909,0261S08423,VW,7
910,0261207244,SEAT,27
911,0261S08702,Skoda,7
912,0261S07439,VW,12
913,0261208311,VW,20
914,0261S07926,FAW,12
915,0261S07647,VW,7
916,0261208293,VW,27
917,0261S12143,VW,36
918,0261S07157,VW,44
919,0261S07591,AUDI,7
920,0261207976,AUDI,25
921,0261208469,VW,20
922,0261208236,VW,20
923,0261208057,SKODA,25
924,0261208502,VW,20
925,0261S08020,VW,39
926,0261207793,AUDI,20
927,0261208047,VW,25
928,0261S08046,MINI (BMW),66
929,0261208638,VW,25
930,0261S04171,BENTLEY,20
931,0261201455,Shanghai Volkswagen,27
932,0261S04646,VW,28
933,0261208683,Shanghai Volkswagen,25
934,0261S04219,VW,29
935,0261S08073,VW,44
936,0261S08243,VW,12
937,0261S08372,VW,7
938,0261S09902,BMW,55
939,0261207883,VW,20
940,0261S13877,AUDI,64
941,0261S08950,BMW,67
942,0261S07850,VW,39
943,0261S09035,BMW,37
944,0261208864,Renault,35
945,0261208563,VW,20
946,0261208220,"SEAT, VW",25
947,0261208197,SKODA,25
948,0261208642,VW,25
949,0261S04173,"ROLLS-ROYCE, VW",20
950,0261208865,VW,20
951,0261208564,VW,20
952,0261S04687,VW,20
953,0261S01008,Fiat,3
954,0261S01045,Alfa Romeo,17
955,0261208858,VW,20
956,0261S11351,Seat,12
957,0261201814,AUDI,20
958,0261208333,SEAT,27
959,0261207775,AUDI,25
960,0261201445,VW,20
961,0261208676,VW,20
962,0261S04729,VW,28
963,0261201191,VW,26
964,0261201256,VW,20
965,0261201468,VW,27
966,0261204807,"AUDI, VW",68
967,0261207786,Mercedes-Benz,59
968,0261201374,Mercedes,59
969,0261208390,VW,20
970,0261208058,SEAT,25
971,0261207881,VW,20
972,0261208645,SEAT,25
973,0261S04586,VW,69
974,0261S02637,VW,2
975,0261207607,Mercedes,47
976,0261S02658,VW,2
977,0261S05667,VW,20
978,0261S04103,Shanghai Volkswagen,27
979,0261S02763,VW,1
980,0261S14661,VW,12
981,0261S06773,VW,7
982,0261S06114,VW,7
983,0261201177,SKODA,27
984,0261208637,VW,25
985,0261S06173,VW,39
986,0261204970,SEAT,25
987,0261S06916,VW,12
988,0261208688,"SEAT, VW",25
989,0261206030,SEAT,27
990,0261S07475,VW,6
991,0261S07931,Peugeot,70
992,0261S07307,BMW,52
993,0261208162,SEAT,25
994,0261S08016,VW,39
995,0261208139,VW,20
996,0261207956,VW,25
997,0261208820,VW,27
998,0261201587,Shanghai Volkswagen,27
999,0261208754,VW,27
1000,0261208847,BENTLEY,20
1001,0261S07009,VW,7
1002,0261S02761,VW,1
1003,0261S02062,VW,1
1004,0261S02441,AUDI,2
1005,0261S02805,VW,2
1006,0261S02066,Audi,1
1007,0261201336,VW,20
1008,0261201225,SKODA,29
1009,0261208123,VW,25
1010,0261S06172,VW,39
1011,0261201360,VW,20
1012,0261201241,VW,27
1013,0261S07385,VW,39
1014,0261S07835,VW,7
1015,0261S07520,VW,39
1016,0261S07734,Audi,7
