"id","name","brand_id","category_id"
"2055","Axor","144","5"
"2056","Citaro","144","5"
"2057","Cito","144","5"
"2058","Conecto","144","5"
"2059","Econic","144","5"
"2060","Integro","144","5"
"2061","Intouro","144","5"
"2062","Tourino","144","5"
"2063","Tourismo","144","5"
"2064","Touro","144","5"
"2065","Travego","144","5"
"2066","Unimog","144","5"
"2067","Vario","144","5"
"2068","Zetros","144","5"
"2069","FA Rigid","78","5"
"2070","FI Mixer","78","5"
"2071","FI Rigid","78","5"
"2072","FI Tipper","78","5"
"2073","Fighter","78","5"
"2074","Super Great","78","5"
"2075","Atleon","79","5"
"2076","Navigo","145","5"
"2077","Sultan","145","5"
"2078","210","146","5"
"2079","220","146","5"
"2080","320","146","5"
"2081","325","146","5"
"2082","330","146","5"
"2083","335","146","5"
"2084","337","146","5"
"2085","340","146","5"
"2086","348","146","5"
"2087","357","146","5"
"2088","362","146","5"
"2089","365","146","5"
"2090","367","146","5"
"2091","378","146","5"
"2092","379","146","5"
"2093","382","146","5"
"2094","384","146","5"
"2095","385","146","5"
"2096","386","146","5"
"2097","387","146","5"
"2098","388","146","5"
"2099","389","146","5"
"2100","520","146","5"
"2101","567","146","5"
"2102","579","146","5"
"2103","587","146","5"
"2104","Mascott","84","5"
"2105","C-Model","147","5"
"2106","D-Model","147","5"
"2107","Magnum","147","5"
"2108","Maxity","147","5"
"2109","Midlum","147","5"
"2110","Premium","147","5"
"2111","T-model","147","5"
"2112","Series 4","148","5"
"2113","Series G","148","5"
"2114","Series P","148","5"
"2115","Series R","148","5"
"2116","Md","149","5"
"2117","Safir","149","5"
"2118","Tourmalin","149","5"
"2119","Dyna 100","94","5"
"2120","Dyna 150","94","5"
"2121","B-Series","150","5"
"2122","City","150","5"
"2123","Coach","150","5"
"2124","Intercity","150","5"
"2125","Excavator","126","5"
"2126","Wheel Loaders","126","5"
"2127","FE","151","5"
"2128","FH","151","5"
"2129","FL","151","5"
"2130","FM","151","5"
"2131","FMx","151","5"
"2132","NEW FE","151","5"
"2133","NH","151","5"
"2134","VHD","151","5"
"2135","VM","151","5"
"2136","VN","151","5"
"2137","VNL","151","5"
"2138","B-Series","152","5"
"2139","Sv Series","152","5"
"2140","Vio Series","152","5"
"2141","Ami","41","3"
