id,year,model_id
1869,2008,568
1870,2010,568
1871,2018,568
1872,2016,568
1873,2013,569
1874,2015,569
1875,2009,569
1876,2012,569
1877,2016,569
1878,2011,569
1879,2003,570
1880,2007,571
1881,2006,571
1882,2009,571
1883,2014,572
1884,2008,572
1885,2011,572
1886,2009,572
1887,2005,573
1888,2007,573
1889,2006,573
1890,2010,574
1891,2012,574
1892,2005,575
1893,2007,575
1894,2006,575
1895,2007,576
1896,2006,576
1897,2009,576
1898,2006,577
1899,2007,577
1900,2018,578
1901,2015,579
1902,2006,580
1903,2006,581
1904,2012,582
1905,2011,583
1906,2015,583
1907,2008,583
1908,2016,583
1909,2017,583
1910,2011,584
1911,2015,584
1912,2013,585
1913,2012,585
1914,2014,586
1915,2015,587
1916,2006,588
1917,2006,589
1918,2011,590
1919,2015,590
1920,2003,591
1921,2006,592
1922,2013,593
1923,2015,593
1924,2004,593
1925,2007,593
1926,2009,593
1927,2003,593
1928,2014,593
1929,2016,593
1930,2003,594
1931,2009,594
1932,2013,594
1933,2002,594
1934,2004,594
1935,2007,594
1936,2010,594
1937,2015,594
1938,2016,594
1939,2017,594
1940,2003,595
1941,2009,595
1942,2013,595
1943,2002,595
1944,2007,595
1945,2015,595
1946,2016,595
1947,2015,596
1948,2008,597
1949,2009,597
1950,2007,597
1951,2013,597
1952,2016,598
1953,2022,599
1954,2015,600
1955,2001,601
1956,2008,602
1957,2010,602
1958,2013,602
1959,2016,603
1960,2012,603
1961,2010,604
1962,2003,605
1963,1999,605
1964,2000,605
1965,2010,606
1966,2014,606
1967,2011,606
1968,2015,607
1969,2015,608
1970,2001,609
1971,2006,609
1972,2004,609
1973,2006,610
1974,2009,610
1975,2010,611
1976,2004,612
1977,2006,612
1978,2017,613
1979,2009,614
1980,2012,614
1981,2015,615
1982,2004,616
1983,2012,617
1984,2004,618
1985,2008,618
1986,2005,618
1987,2007,618
1988,2009,618
1989,2020,619
1990,2011,620
1991,2006,621
1992,2011,622
1993,2016,623
1994,2007,624
1995,2008,624
1996,2011,624
1997,2013,624
1998,2014,624
1999,2015,624
2000,2016,624
2001,2009,624
2002,2010,624
2003,2009,625
2004,2010,625
2005,2015,625
2006,2013,625
2007,2014,625
2008,2014,626
2009,2013,626
2010,2015,626
2011,2012,626
2012,2016,626
2013,2014,627
2014,2018,627
2015,2015,627
2016,2016,627
2017,2019,627
2018,2015,628
2019,2002,629
2020,2016,630
2021,1998,631
2022,2000,631
2023,2001,631
2024,2007,631
2025,2010,631
2026,2008,631
2027,2014,631
2028,2009,631
2029,2011,631
2030,1999,632
2031,2005,633
2032,2018,634
2033,2005,635
2034,2001,635
2035,2004,635
2036,2010,635
2037,2003,635
2038,2002,635
2039,2014,635
2040,2020,636
2041,2014,636
2042,2011,636
2043,2012,636
2044,2013,636
2045,2006,636
2046,2002,636
2047,2007,636
2048,2015,636
2049,2016,636
2050,2001,637
2051,2008,637
2052,2011,637
2053,2011,638
2054,2012,638
2055,2014,638
2056,2016,639
2057,2011,640
2058,2007,640
2059,2008,640
2060,2006,640
2061,2005,640
2062,2010,640
2063,2009,640
2064,2008,641
2065,2010,641
2066,2004,641
2067,2005,641
2068,2009,642
2069,2008,642
2070,2007,642
2071,1998,643
2072,1999,643
2073,2001,643
2074,2005,644
2075,2016,645
2076,1999,646
2077,2001,646
2078,2003,646
2079,2013,647
2080,2004,648
2081,2003,648
2082,2005,648
2083,2006,648
2084,2001,648
2085,2002,648
2086,2009,648
2087,2010,648
2088,2016,649
2089,2006,649
2090,2010,649
2091,2012,649
2092,2003,649
2093,2008,649
2094,2004,649
2095,2005,649
2096,2014,649
2097,2015,649
2098,2011,649
2099,2013,650
2100,2015,650
2101,2012,650
2102,1999,650
2103,2001,650
2104,2003,650
2105,2009,650
2106,2007,650
2107,2011,650
2108,2010,651
2109,2011,651
2110,2009,651
2111,2015,652
2112,2014,652
2113,2008,652
2114,2010,652
2115,2009,652
2116,2007,653
2117,2004,653
2118,2011,653
2119,2010,653
2120,2006,654
2121,2013,654
2122,1998,655
2123,1998,656
2124,1999,656
2125,2008,656
2126,2009,656
2127,2010,656
2128,2001,657
2129,2002,657
2130,2004,657
2131,2005,657
2132,2004,658
2133,1999,658
2134,2003,658
2135,2010,658
2136,2006,658
2137,2009,658
2138,2015,659
2139,2016,659
2140,2014,660
2141,2015,660
2142,2016,660
2143,2017,660
2144,2016,661
2145,2015,661
2146,2017,661
2147,2006,662
2148,1999,662
2149,2002,662
2150,2008,662
2151,2006,663
2152,2004,663
2153,2001,663
2154,2015,663
2155,2016,663
2156,2012,664
2157,2012,665
2158,2013,665
2159,2017,665
2160,2018,665
2161,2016,665
2162,2015,665
2163,2002,666
2164,2009,666
2165,2015,667
2166,2007,667
2167,2008,667
2168,2010,667
2169,2012,667
2170,2016,667
2171,2017,667
2172,2018,667
2173,1998,668
2174,1999,668
2175,1998,669
2176,1999,669
2177,1998,670
2178,2000,670
2179,2007,671
2180,2003,671
2181,2008,671
2182,1998,671
2183,2012,672
2184,2017,672
2185,2005,672
2186,2013,672
2187,2003,672
2188,2008,672
2189,2006,672
2190,2015,672
2191,2018,672
2192,2016,672
2193,2011,673
2194,2015,673
2195,2019,673
2196,2007,673
2197,2015,674
2198,2007,674
2199,2012,675
2200,2000,675
2201,2017,675
2202,2005,675
2203,2008,675
2204,2020,675
2205,1998,676
2206,2015,677
2207,2007,677
2208,2000,678
2209,2015,679
2210,2002,679
2211,1999,679
2212,2003,679
2213,2005,679
2214,2007,679
2215,2018,679
2216,2011,680
2217,2013,680
2218,2002,680
2219,2006,680
2220,1999,680
2221,2018,681
2222,2017,681
2223,2015,681
2224,2011,681
2225,1999,681
2226,2004,681
2227,2007,681
2228,2009,681
2229,2014,681
2230,2001,681
2231,2003,681
2232,2006,681
2233,1998,682
2234,1999,682
2235,2005,682
2236,2008,682
2237,2011,682
2238,2015,682
2239,2016,682
2240,2017,682
2241,2020,682
2242,2004,682
2243,2001,682
2244,2003,682
2245,1998,683
2246,1999,683
2247,2005,683
2248,2008,683
2249,2011,683
2250,2020,683
2251,2017,683
2252,2015,683
2253,2001,683
2254,2003,683
2255,2004,683
2256,1998,684
2257,1999,684
2258,2005,684
2259,2008,684
2260,2011,684
2261,2015,684
2262,2017,684
2263,2020,684
2264,2001,684
2265,2003,684
2266,1998,685
2267,1999,685
2268,2005,685
2269,2008,685
2270,2011,685
2271,2015,685
2272,2017,685
2273,2020,685
2274,2001,685
2275,2003,685
2276,2013,686
2277,2006,686
2278,2010,686
2279,2019,686
2280,2008,686
2281,2004,686
2282,2014,686
2283,2002,686
2284,1999,686
2285,2005,686
2286,2009,686
2287,2015,686
2288,2012,686
2289,2011,686
2290,2017,686
2291,2018,686
2292,2016,687
2293,2013,687
2294,2004,687
2295,2018,687
2296,2010,688
2297,2015,688
2298,2015,689
2299,2005,690
2300,2017,691
2301,2018,691
2302,1998,691
2303,2009,691
2304,2011,691
2305,2012,691
2306,2015,691
2307,2010,691
2308,2014,691
2309,2005,691
2310,2004,691
2311,2007,691
2312,2002,691
2313,2001,691
2314,2006,691
2315,2008,691
2316,2016,691
2317,2004,692
2318,2003,692
2319,2005,692
2320,2006,692
2321,2016,693
2322,2002,693
2323,2010,693
2324,2008,693
2325,2012,694
2326,2002,694
2327,2005,694
2328,2015,694
2329,2005,695
2330,2005,696
2331,2002,696
2332,2009,696
2333,2006,696
2334,2014,697
2335,2013,697
2336,2005,697
2337,2010,697
2338,2000,698
2339,2006,698
2340,2003,698
2341,2005,698
2342,2001,698
2343,2011,698
2344,2012,698
2345,2008,698
2346,2010,698
2347,2015,698
2348,2007,698
2349,2017,699
2350,2000,700
2351,2011,700
2352,2007,700
2353,2002,700
2354,2008,700
2355,2013,700
2356,2012,700
2357,2014,700
2358,2001,701
2359,2003,701
2360,2009,701
2361,2018,702
2362,2016,703
2363,2019,703
2364,2020,703
2365,2015,703
2366,2018,703
2367,2008,703
2368,2009,703
2369,2012,703
2370,2014,703
2371,2010,703
2372,2001,704
2373,2004,704
2374,2006,704
2375,2017,705
2376,2013,705
2377,2009,705
2378,2015,705
2379,2007,705
2380,2011,705
2381,2000,705
2382,2006,705
2383,2004,705
2384,2002,705
2385,2010,705
2386,1998,705
2387,2018,705
2388,1999,705
2389,2014,705
2390,2008,705
2391,2005,705
2392,2016,705
2393,2012,705
2394,2007,706
2395,2002,706
2396,1999,706
2397,2018,707
2398,2015,707
2399,2011,707
2400,2004,707
2401,2006,707
2402,2010,707
2403,2005,707
2404,2008,707
2405,2013,707
2406,2012,708
2407,2015,709
2408,2012,709
2409,2011,709
2410,2004,709
2411,2006,709
2412,2010,709
2413,2005,709
2414,2013,709
2415,2018,710
2416,2015,710
2417,2015,711
2418,2018,712
2419,2007,713
2420,2007,714
2421,2016,715
2422,2020,716
2423,2007,716
2424,2010,716
2425,2011,716
2426,2013,716
2427,2007,717
2428,2010,717
2429,2011,717
2430,2013,717
2431,2007,718
2432,1998,719
2433,2019,719
2434,2000,719
2435,1999,720
2436,2003,721
2437,2004,721
2438,2010,721
2439,2006,721
2440,2012,721
2441,1999,721
2442,2007,721
2443,2002,721
2444,2001,721
2445,2012,722
2446,2016,722
2447,2015,722
2448,2011,722
2449,2017,723
2450,2006,724
2451,2010,724
2452,2011,724
2453,2008,724
2454,2012,724
2455,2015,724
2456,2007,724
2457,2012,725
2458,2010,725
2459,2010,726
2460,2011,727
2461,2002,728
2462,2009,728
2463,2013,728
2464,2006,728
2465,2016,728
2466,2015,728
2467,2014,729
2468,2016,729
2469,2015,729
2470,2013,730
2471,2015,730
2472,2017,731
2473,2000,731
2474,2013,731
2475,2015,731
2476,2012,731
2477,2011,731
2478,2001,731
2479,2002,731
2480,2006,731
2481,2004,731
2482,2007,731
2483,2008,731
2484,2014,731
2485,2017,732
2486,2002,732
2487,2009,732
2488,2013,732
2489,2006,732
2490,2016,732
2491,2015,732
2492,2017,733
2493,2014,733
2494,2016,733
2495,2015,733
2496,2017,734
2497,2013,734
2498,2015,734
2499,1999,735
2500,2009,736
2501,2016,737
2502,2016,738
2503,2016,739
2504,2016,740
2505,2020,741
2506,2017,742
2507,2017,743
2508,2010,744
2509,2008,744
2510,2006,744
2511,2011,744
2512,2015,744
2513,2007,744
2514,2007,745
2515,2010,745
2516,2009,745
2517,2001,745
2518,2006,745
2519,2005,745
2520,2011,745
2521,2015,745
2522,2015,746
2523,2007,747
2524,2015,747
2525,2015,748
2526,2009,749
2527,2018,750
2528,2009,751
2529,2009,752
2530,2006,752
2531,2010,753
2532,2013,753
2533,2014,754
2534,2007,755
2535,2010,756
2536,2013,756
2537,2014,756
2538,2010,757
2539,2011,758
2540,2011,759
2541,2008,760
2542,2010,761
2543,2010,762
2544,2012,762
2545,2006,763
2546,2011,763
2547,2013,763
2548,2007,763
2549,2014,763
2550,2013,764
2551,2016,764
2552,2015,764
2553,2008,765
2554,2014,765
2555,2016,765
2556,2017,765
2557,2013,766
2558,2018,766
2559,2015,766
2560,2004,766
2561,2007,767
2562,2006,767
2563,2009,767
2564,2017,768
2565,2016,769
2566,2016,770
2567,2013,771
2568,2016,771
2569,2005,772
2570,2007,772
2571,2006,772
2572,2007,773
2573,2008,773
2574,2006,773
2575,2013,773
2576,2004,773
2577,2004,774
2578,2008,774
2579,2002,775
2580,2009,775
2581,2016,776
2582,2015,777
2583,2009,778
2584,2003,778
2585,2002,778
2586,2001,779
2587,2006,779
2588,2005,779
2589,2008,779
2590,2017,779
2591,2013,779
2592,2018,779
2593,2012,779
2594,2007,779
2595,2006,780
2596,2006,781
2597,2007,782
2598,2015,782
2599,2017,782
2600,2006,783
2601,2002,783
2602,2005,783
2603,2013,783
2604,2015,783
2605,2004,783
2606,2009,783
2607,2012,783
2608,2007,783
2609,2013,784
2610,2013,785
2611,2006,786
2612,2003,786
2613,2007,786
2614,2003,787
2615,2006,787
2616,2007,787
2617,2008,787
2618,2005,788
2619,2007,788
2620,2009,789
2621,2015,790
2622,2009,791
2623,2005,792
2624,2004,793
2625,2002,793
2626,2005,794
2627,2008,794
2628,2018,794
2629,2003,794
2630,2018,795
2631,2009,796
2632,2015,796
2633,2006,797
2634,2019,797
2635,2006,798
2636,2017,799
2637,2000,800
2638,2001,800
2639,2003,800
2640,2010,800
2641,2012,800
2642,2015,800
2643,2006,800
2644,2011,800
2645,1999,800
2646,2004,800
2647,2017,800
2648,2013,800
2649,2002,800
2650,2019,801
2651,2006,802
2652,2005,802
2653,2010,802
2654,2011,802
2655,2000,802
2656,2004,802
2657,2007,803
2658,2012,803
2659,2005,804
2660,2002,804
2661,2002,805
2662,2003,805
2663,2005,805
2664,2008,805
2665,2007,805
2666,2015,806
2667,2003,807
2668,2005,807
2669,2006,807
2670,2016,807
2671,2011,807
2672,2013,807
2673,2014,807
2674,2004,807
2675,2001,807
2676,2007,807
2677,2008,807
2678,1999,807
2679,2009,808
2680,2018,809
2681,1998,810
2682,1999,810
2683,2010,811
2684,2009,812
2685,2010,812
2686,2013,812
2687,2012,812
2688,2015,812
2689,2011,812
2690,2011,813
2691,2005,814
2692,2002,814
2693,2004,814
2694,2003,814
2695,2009,814
2696,2013,815
2697,2016,816
2698,2007,816
2699,2015,816
2700,2016,817
2701,2007,817
2702,2014,817
2703,2011,817
2704,2003,818
2705,2011,818
2706,2008,818
2707,2009,819
2708,2000,820
2709,2003,820
2710,2005,820
2711,2016,821
2712,2016,822
2713,2012,823
2714,2016,824
2715,2014,825
2716,2015,825
2717,2019,825
2718,2008,825
2719,2011,825
2720,2018,825
2721,2015,826
2722,2009,826
2723,2010,826
2724,2011,826
2725,2014,826
2726,2016,826
2727,2017,826
2728,2012,826
2729,2018,826
2730,2015,827
2731,2016,827
2732,2009,827
2733,2012,827
2734,2014,827
2735,2007,827
2736,2011,827
2737,2008,827
2738,2017,828
2739,2011,829
2740,2015,829
2741,2012,829
2742,2014,829
2743,2016,830
2744,2011,830
2745,2008,830
2746,2007,831
2747,2011,832
2748,2015,832
2749,2010,832
2750,2011,833
2751,2010,833
2752,2013,833
2753,2015,833
2754,2012,833
2755,2009,834
2756,2011,834
2757,2017,835
2758,2018,835
2759,2005,836
2760,2006,836
2761,2008,836
2762,2001,836
2763,2016,837
2764,2009,837
2765,2006,837
2766,2010,837
2767,2012,837
2768,2015,837
2769,2011,837
2770,2000,837
2771,2001,837
2772,2003,837
2773,2005,837
2774,2002,837
2775,2004,837
2776,2016,838
2777,2017,838
2778,2009,839
2779,2015,839
2780,2016,839
2781,2017,839
2782,1998,839
2783,2001,839
2784,2002,839
2785,2012,839
2786,2014,839
2787,2007,839
2788,2008,839
2789,2003,839
2790,2006,839
2791,2001,840
2792,2008,840
2793,2003,840
2794,2006,840
2795,2016,841
2796,2000,841
2797,2003,841
2798,2016,842
2799,2005,843
2800,2002,843
2801,2004,843
2802,2001,844
2803,2004,844
2804,2003,845
2805,2004,845
2806,2004,846
2807,2000,846
2808,2001,846
2809,2002,846
2810,1999,846
2811,2003,846
2812,2016,847
2813,2014,847
2814,2018,847
2815,2015,847
2816,2012,847
2817,2017,847
2818,2004,847
2819,2007,847
2820,2011,847
2821,2005,847
2822,2006,847
2823,2008,847
2824,2009,848
2825,2010,848
2826,2003,849
2827,2001,849
2828,2005,849
2829,2011,850
2830,2016,850
2831,2014,850
2832,2012,850
2833,2013,850
2834,2015,850
2835,2017,850
2836,2006,851
2837,2009,851
2838,2011,851
2839,2005,852
2840,2008,852
2841,2006,852
2842,2002,852
2843,2017,852
2844,2010,853
2845,2008,853
2846,2011,853
2847,2009,853
2848,2012,853
2849,2010,854
2850,2009,854
2851,2013,854
2852,2011,855
2853,2007,856
2854,2009,857
2855,2010,857
2856,2012,857
2857,2010,858
2858,2011,859
2859,2010,860
2860,2011,860
2861,2011,861
2862,2016,862
2863,2014,863
2864,2015,863
2865,2016,863
2866,2017,864
2867,2016,864
2868,2015,865
2869,2014,865
2870,2016,866
2871,2014,867
2872,2011,868
2873,2021,869
2874,2014,869
2875,2013,869
2876,2014,870
2877,2014,871
2878,2013,872
2879,2003,872
2880,2007,872
2881,2006,872
2882,2011,872
2883,2016,872
2884,2005,872
2885,2017,872
2886,2019,872
2887,2017,873
2888,2013,873
2889,2015,873
2890,2006,874
2891,2016,874
2892,2014,874
2893,2015,874
2894,2019,875
2895,2012,876
2896,2011,877
2897,2018,878
2898,2020,878
2899,2018,879
2900,2016,879
2901,2017,879
2902,2021,879
2903,2018,880
2904,2014,880
2905,2013,880
2906,2004,881
2907,2007,881
2908,2002,881
2909,2001,881
2910,2003,881
2911,2005,881
2912,2006,881
2913,2002,882
2914,2001,882
2915,2006,882
2916,2005,882
2917,2003,882
2918,2007,882
2919,2018,883
2920,2015,883
2921,2017,883
2922,2018,884
2923,2016,884
2924,2012,884
2925,2013,884
2926,2017,884
2927,2011,884
2928,2008,884
2929,2010,884
2930,2009,884
2931,2009,885
2932,2010,885
2933,2012,885
2934,2013,885
2935,2018,886
2936,2012,886
2937,2015,886
2938,2017,886
2939,2005,886
2940,2007,886
2941,2009,886
2942,2013,886
2943,2010,886
2944,2014,886
2945,2003,886
2946,2006,886
2947,2008,886
2948,2009,887
2949,2010,887
2950,2013,887
2951,2011,887
2952,2012,887
2953,2007,887
2954,2002,887
2955,2003,887
2956,2006,887
2957,2014,888
2958,2015,888
2959,2019,888
2960,2018,888
2961,2001,888
2962,2004,888
2963,2006,888
2964,2011,888
2965,2002,888
2966,2008,888
2967,2007,889
2968,2016,890
2969,2014,890
2970,2017,890
2971,2018,890
2972,2012,890
2973,2006,890
2974,2011,890
2975,2007,890
2976,2008,890
2977,2007,891
2978,2014,891
2979,2009,891
2980,2006,891
2981,2012,891
2982,2011,891
2983,2018,892
2984,2011,893
2985,2006,893
2986,2018,894
2987,2014,894
2988,2016,894
2989,2019,894
2990,2018,895
2991,2011,895
2992,2007,895
2993,2009,895
2994,2004,895
2995,2002,896
2996,2010,897
2997,2013,898
2998,2002,899
2999,2005,899
3000,2006,899
3001,2009,899
3002,2013,899
3003,2013,900
3004,2003,900
3005,2002,900
3006,2005,900
3007,2006,900
3008,2010,900
3009,2011,900
3010,2011,901
3011,2007,901
3012,2006,901
3013,2010,901
3014,2012,901
3015,2015,901
3016,2016,901
3017,2018,901
3018,2017,901
3019,2009,901
3020,2013,901
3021,2002,902
3022,2005,902
3023,2006,902
3024,2004,902
3025,2017,902
3026,2019,902
3027,2013,903
3028,2009,903
3029,2010,903
3030,2013,904
3031,2016,904
3032,2005,905
3033,2008,905
3034,2009,905
3035,2010,905
3036,2010,906
3037,2007,907
3038,2003,908
3039,2015,909
3040,2016,909
3041,2005,909
3042,2017,909
3043,2012,909
3044,2010,909
3045,2017,910
3046,2014,910
3047,2007,910
3048,2018,910
3049,2011,910
3050,2008,911
3051,2016,912
3052,2017,912
3053,2019,912
3054,2013,913
3055,2016,913
3056,2015,913
3057,2005,913
3058,2009,913
3059,2017,913
3060,2006,913
3061,2011,913
3062,2018,913
3063,2002,914
3064,2015,915
3065,2009,915
3066,2012,915
3067,2017,915
3068,2013,915
3069,2002,915
3070,2006,915
3071,2020,915
3072,2003,915
3073,2011,915
3074,2010,915
3075,2009,916
3076,2013,916
3077,2008,916
3078,2011,916
3079,2016,916
3080,2017,916
3081,2004,916
3082,2010,917
3083,2015,917
3084,2004,917
3085,2005,917
3086,2011,917
3087,2016,918
3088,2017,919
3089,2018,919
3090,2010,920
3091,2009,920
3092,2008,921
3093,2013,922
3094,2011,923
3095,2012,924
3096,2015,925
3097,2016,926
3098,2011,927
3099,2003,928
3100,2006,928
3101,2008,928
3102,2009,928
3103,2012,928
3104,2010,928
3105,2011,928
3106,2014,929
3107,2001,930
3108,2004,930
3109,2006,930
3110,2018,931
3111,2010,932
3112,2008,932
3113,2008,933
3114,2010,933
3115,2004,933
3116,2011,934
3117,2016,934
3118,2011,935
3119,2012,935
3120,2011,936
3121,2008,937
3122,2011,937
3123,2020,938
3124,2002,938
3125,2012,938
3126,2007,938
3127,2018,939
3128,2009,939
3129,2017,939
3130,2004,939
3131,2003,939
3132,2017,940
3133,2015,940
3134,2014,940
3135,2018,940
3136,2019,940
3137,2016,940
3138,2020,940
3139,2010,941
3140,2011,941
3141,2006,941
3142,2013,942
3143,2015,942
3144,2010,942
3145,2007,942
3146,2009,942
3147,2006,942
3148,2014,942
3149,2011,942
3150,2012,942
3151,2008,942
3152,2005,942
3153,2002,942
3154,2003,942
3155,2004,942
3156,2017,943
3157,2018,943
3158,2011,943
3159,2012,943
3160,2014,943
3161,2016,943
3162,2020,943
3163,2015,943
3164,2018,944
3165,2016,944
3166,2017,944
3167,2020,944
3168,2005,944
3169,2006,944
3170,2014,944
3171,2013,944
3172,2018,945
3173,2017,945
3174,2020,945
3175,2018,946
3176,2015,947
3177,2007,947
3178,2008,947
3179,2006,947
3180,2005,947
3181,2009,948
3182,2005,949
3183,2018,949
3184,2013,949
3185,2007,949
3186,2008,949
3187,2010,949
3188,2006,950
3189,2008,950
3190,2017,950
3191,2001,950
3192,2007,951
3193,2014,952
3194,2018,953
3195,2006,954
3196,2015,954
3197,2008,954
3198,2018,955
3199,2014,956
3200,2013,957
3201,2018,958
3202,2007,959
3203,2009,959
3204,2015,960
3205,2001,961
3206,2006,961
3207,2010,961
3208,2015,961
3209,2004,961
3210,2008,961
3211,2009,961
3212,2016,961
3213,2017,961
3214,2006,962
3215,2009,962
3216,2009,963
3217,2016,963
3218,2017,963
3219,2010,963
3220,2015,963
3221,2013,964
3222,2015,964
3223,2016,964
3224,2017,964
3225,2011,964
3226,2018,964
3227,2004,964
3228,2006,964
3229,2005,964
3230,2008,964
3231,2009,964
3232,2010,964
3233,2017,965
3234,2018,966
3235,2018,967
3236,2011,968
3237,2012,969
3238,2016,970
3239,2018,971
3240,2016,972
3241,2002,973
3242,2012,974
3243,2012,975
3244,2020,976
3245,2010,976
3246,2011,977
3247,2014,977
3248,2016,977
3249,2012,978
3250,2002,979
3251,2013,980
3252,2016,980
3253,2017,980
3254,2010,981
3255,2013,981
3256,2012,981
3257,2011,981
3258,2006,982
3259,2005,982
3260,2004,982
3261,2007,983
3262,2008,983
3263,2010,983
3264,2011,983
3265,2012,983
3266,2009,983
3267,2016,984
3268,2017,984
3269,2014,985
3270,2015,985
3271,2006,985
3272,2007,985
3273,2004,985
3274,2005,985
3275,2008,985
3276,2009,985
3277,2010,985
3278,2013,985
3279,2004,986
3280,2001,986
3281,2002,986
3282,2006,986
3283,2007,987
3284,2010,987
3285,2015,987
3286,2009,987
3287,2003,987
3288,2008,987
3289,2003,988
3290,2013,988
3291,2016,988
3292,2004,988
3293,2005,988
3294,2006,988
3295,2009,988
3296,2010,988
3297,2011,988
3298,2007,988
3299,2017,988
3300,2019,988
3301,2011,989
3302,2012,989
3303,2010,989
3304,2008,989
3305,2005,989
3306,2002,990
3307,2010,990
3308,2005,990
3309,2008,990
3310,2013,990
3311,2015,990
3312,2016,990
3313,2018,990
3314,2014,991
3315,2004,992
3316,2001,993
3317,2006,994
3318,2001,995
3319,2004,995
3320,2019,996
3321,2015,996
3322,2018,996
3323,2019,997
3324,2012,998
3325,2017,998
3326,2014,998
3327,2015,998
3328,2018,998
3329,2009,999
3330,2005,999
3331,2018,1000
3332,2016,1001
3333,2007,1001
3334,2008,1001
3335,2016,1002
3336,2006,1002
3337,2015,1002
3338,2019,1002
3339,2001,1003
3340,2003,1004
3341,2005,1005
3342,2017,1006
3343,2011,1007
3344,2012,1007
3345,2018,1008
3346,2019,1008
3347,2013,1008
3348,2015,1008
3349,2004,1008
3350,2009,1008
3351,2005,1008
3352,2012,1008
3353,2014,1008
3354,2010,1008
3355,2001,1008
3356,1998,1008
3357,2019,1009
3358,2018,1010
3359,2005,1010
3360,2008,1010
3361,2009,1010
3362,2014,1010
3363,2012,1010
3364,2013,1010
3365,2010,1010
3366,2018,1011
3367,2011,1011
3368,2007,1011
3369,2014,1011
3370,2000,1011
3371,2005,1011
3372,2015,1011
3373,2010,1011
3374,2016,1012
3375,2018,1012
3376,2015,1012
3377,2018,1013
3378,2015,1013
3379,2011,1013
3380,2000,1014
3381,2005,1014
3382,2018,1015
3383,2011,1015
3384,2014,1015
3385,2015,1015
3386,2016,1015
3387,1998,1015
3388,2001,1015
3389,2005,1015
3390,2007,1015
3391,2010,1015
3392,2008,1015
3393,2000,1016
3394,2001,1016
3395,2000,1017
3396,2001,1017
3397,2018,1018
3398,2005,1019
3399,2007,1020
3400,2011,1020
3401,2015,1020
3402,2016,1020
3403,2012,1021
3404,2017,1021
3405,1999,1022
3406,2006,1022
3407,2002,1022
3408,2010,1022
3409,2000,1023
3410,2003,1023
3411,2002,1024
3412,2007,1025
3413,2012,1025
3414,2003,1026
3415,2019,1027
3416,2013,1027
3417,2016,1027
3418,2015,1027
3419,2015,1028
3420,2013,1029
3421,2015,1029
3422,2008,1030
3423,2000,1031
3424,2002,1031
3425,2005,1031
3426,1998,1032
3427,2000,1032
3428,2002,1032
3429,2005,1032
3430,2002,1033
3431,1998,1034
3432,2003,1034
3433,2003,1035
3434,2007,1036
3435,2018,1037
3436,2004,1037
3437,2008,1037
3438,2014,1037
3439,2010,1037
3440,2011,1037
3441,2014,1038
3442,2012,1038
3443,2018,1039
3444,2004,1040
3445,2006,1041
3446,2011,1041
3447,2014,1041
3448,2015,1041
3449,2012,1041
3450,2018,1042
3451,1999,1042
3452,2002,1042
3453,2001,1042
3454,2009,1042
3455,2006,1042
3456,2013,1042
3457,2016,1042
3458,2008,1042
3459,2011,1042
3460,2007,1042
3461,2018,1043
3462,2009,1044
3463,2013,1044
3464,2017,1045
3465,2009,1045
3466,2013,1045
3467,2018,1046
3468,1999,1046
3469,2002,1046
3470,2001,1046
3471,2009,1046
3472,2006,1046
3473,2013,1046
3474,2014,1046
3475,2010,1046
3476,2003,1046
3477,2011,1046
3478,2016,1047
3479,2017,1047
3480,2018,1047
3481,1998,1048
3482,2018,1049
3483,2002,1050
3484,2006,1051
3485,2009,1051
3486,2013,1051
3487,2014,1051
3488,2013,1052
3489,2018,1053
3490,2000,1053
3491,2012,1053
3492,2008,1053
3493,2003,1053
3494,2009,1053
3495,2015,1054
3496,2016,1055
3497,1999,1056
3498,2004,1056
3499,2006,1056
3500,2009,1056
3501,2012,1057
3502,2012,1058
3503,2013,1058
3504,2009,1059
3505,2006,1059
3506,2012,1059
3507,2012,1060
3508,2013,1060
3509,2015,1061
3510,2013,1061
3511,2016,1061
3512,2014,1061
3513,2017,1061
3514,2018,1061
3515,2014,1062
3516,2019,1063
3517,2015,1063
3518,2015,1064
3519,2017,1065
3520,2015,1065
3521,2018,1065
3522,2018,1066
3523,2015,1066
3524,2017,1066
3525,2016,1066
3526,2015,1067
3527,2015,1068
3528,2018,1068
3529,2015,1069
3530,2008,1070
3531,2012,1070
3532,2011,1070
3533,2010,1070
3534,2016,1071
3535,2016,1072
3536,2015,1073
3537,2017,1073
3538,2016,1073
3539,2018,1074
3540,2018,1075
3541,2000,1076
3542,2002,1076
3543,2003,1076
3544,2005,1076
3545,2006,1076
3546,2009,1076
3547,2010,1076
3548,2011,1076
3549,2016,1076
3550,2012,1076
3551,2000,1077
3552,2005,1078
3553,2011,1078
3554,2012,1078
3555,2005,1079
3556,2006,1079
3557,2009,1079
3558,2010,1079
3559,2007,1079
3560,2008,1079
3561,2012,1079
3562,2006,1080
3563,2007,1080
3564,2018,1081
3565,2013,1081
3566,2017,1081
3567,1998,1081
3568,2000,1081
3569,2002,1081
3570,2006,1081
3571,2007,1081
3572,2009,1081
3573,2011,1081
3574,2010,1081
3575,2015,1081
3576,2003,1081
3577,2014,1081
3578,2018,1082
3579,2015,1082
3580,2018,1083
3581,2014,1083
3582,2015,1084
3583,2017,1084
3584,1998,1085
3585,2002,1085
